Fecha,EquipoLocal,EquipoVisitante,Prob_Victoria_Local,Prob_Empate,Prob_Victoria_Visitante,golesLocalFinal,golesVisitanteFinal,golesLocalDescanso,golesVisitanteDescanso,golesLocalReal,golesVisitanteReal,Ganador
2021-04-22,Granada,Eibar,61,23,14,2,1,1,0,4.0,1.0,H
2021-04-22,Sociedad,Celta,46,25,28,2,1,1,1,2.0,1.0,H
2021-04-22,Barcelona,Getafe,71,17,10,2,1,1,0,5.0,2.0,H
2021-04-24,Elche,Levante,46,28,25,1,1,1,1,1.0,0.0,H
2021-04-24,Valladolid,Cadiz,46,29,24,1,1,1,0,1.0,1.0,D
2021-04-24,Valencia,Alaves,55,25,18,2,1,1,0,1.0,1.0,D
2021-04-24,Real Madrid,Betis,57,20,21,2,1,1,0,0.0,0.0,D
2021-04-25,Huesca,Getafe,47,27,24,1,1,1,0,0.0,2.0,A
2021-04-25,Villarreal,Barcelona,40,20,39,2,2,1,1,1.0,2.0,A
2021-04-25,Celta,Osasuna,50,25,24,2,1,1,1,2.0,1.0,H
2021-04-25,Sevilla,Granada,54,22,22,2,1,1,0,2.0,1.0,H
2021-04-25,Ath Bilbao,Ath Madrid,28,28,42,1,1,0,1,2.0,1.0,H
2021-04-26,Eibar,Sociedad,27,29,42,1,1,0,1,0.0,1.0,A
2021-04-28,Ath Bilbao,Valladolid,53,25,20,2,1,1,0,2.0,2.0,D
2021-04-29,Barcelona,Granada,66,16,17,2,1,1,0,1.0,2.0,A
2021-04-30,Celta,Levante,60,22,16,2,1,1,0,2.0,0.0,H
2021-05-01,Eibar,Alaves,35,33,30,1,1,1,0,3.0,0.0,H
2021-05-01,Elche,Ath Madrid,21,27,50,1,2,0,1,0.0,1.0,A
2021-05-01,Huesca,Sociedad,32,28,38,1,1,0,1,1.0,0.0,H
2021-05-01,Real Madrid,Osasuna,58,23,18,2,1,1,0,2.0,0.0,H
2021-05-02,Valladolid,Betis,37,27,34,1,1,0,1,1.0,1.0,D
2021-05-02,Villarreal,Getafe,66,19,13,2,1,1,0,1.0,0.0,H
2021-05-02,Granada,Cadiz,60,23,16,2,1,1,0,0.0,1.0,A
2021-05-02,Valencia,Barcelona,35,25,38,1,1,1,1,2.0,3.0,A
2021-05-03,Sevilla,Ath Bilbao,57,22,20,2,1,1,0,0.0,1.0,A
2021-05-07,Sociedad,Elche,63,22,13,2,1,1,0,2.0,0.0,H
2021-05-08,Alaves,Levante,47,27,24,1,1,1,0,2.0,2.0,D
2021-05-08,Barcelona,Ath Madrid,48,20,31,2,1,1,1,0.0,0.0,D
2021-05-08,Cadiz,Huesca,52,27,19,2,1,1,0,2.0,1.0,H
2021-05-08,Ath Bilbao,Osasuna,49,26,24,2,1,1,0,2.0,2.0,D
2021-05-09,Getafe,Eibar,55,26,18,2,1,1,0,0.0,1.0,A
2021-05-09,Valencia,Valladolid,52,24,23,2,1,1,0,3.0,0.0,H
2021-05-09,Villarreal,Celta,56,21,21,2,1,1,1,2.0,4.0,A
2021-05-09,Real Madrid,Sevilla,53,23,22,2,1,1,1,2.0,2.0,D
2021-05-10,Betis,Granada,47,25,26,2,1,1,0,2.0,1.0,H
2021-05-11,Osasuna,Cadiz,55,25,19,2,1,1,0,3.0,2.0,H
2021-05-11,Elche,Alaves,42,31,26,1,1,1,0,0.0,2.0,A
2021-05-11,Levante,Barcelona,27,28,44,1,2,1,1,3.0,3.0,D
2021-05-12,Sevilla,Valencia,54,22,23,2,1,1,0,1.0,0.0,H
2021-05-12,Celta,Getafe,61,21,16,2,1,1,0,1.0,0.0,H
2021-05-12,Huesca,Ath Bilbao,33,31,35,1,1,0,1,1.0,0.0,H
2021-05-12,Ath Madrid,Sociedad,60,21,18,2,1,1,0,2.0,1.0,H
2021-05-13,Valladolid,Villarreal,30,26,42,1,2,1,1,0.0,2.0,A
2021-05-13,Eibar,Betis,29,29,40,1,1,0,1,1.0,1.0,D
2021-05-13,Granada,Real Madrid,42,25,32,1,1,1,1,1.0,4.0,A
2021-05-16,Alaves,Granada,45,25,29,1,1,1,0,4.0,2.0,H
2021-05-16,Ath Bilbao,Real Madrid,34,25,39,1,1,1,1,0.0,1.0,A
2021-05-16,Ath Madrid,Osasuna,56,22,21,2,1,1,0,2.0,1.0,H
2021-05-16,Barcelona,Celta,55,22,21,2,1,1,1,1.0,2.0,A
2021-05-16,Betis,Huesca,61,24,14,2,1,1,0,1.0,0.0,H
2021-05-16,Cadiz,Elche,58,25,16,2,1,1,0,1.0,3.0,A
2021-05-16,Getafe,Levante,42,26,31,1,1,1,0,2.0,1.0,H
2021-05-16,Sociedad,Valladolid,62,22,15,2,1,1,0,4.0,1.0,H
2021-05-16,Valencia,Eibar,56,25,18,2,1,1,0,4.0,1.0,H
2021-05-16,Villarreal,Sevilla,48,25,25,2,1,1,1,4.0,0.0,H
2021-05-21,Levante,Cadiz,48,26,25,2,1,1,1,2.0,2.0,D
2021-05-22,Celta,Betis,54,23,22,2,1,1,0,2.0,3.0,A
2021-05-22,Eibar,Barcelona,28,26,44,1,1,0,1,0.0,1.0,A
2021-05-22,Elche,Ath Bilbao,35,28,35,1,1,0,1,2.0,0.0,H
2021-05-22,Huesca,Valencia,31,29,39,1,1,1,1,0.0,0.0,D
2021-05-22,Osasuna,Sociedad,39,26,34,1,1,1,1,0.0,1.0,A
2021-05-22,Real Madrid,Villarreal,54,21,24,2,1,1,0,2.0,1.0,H
2021-05-22,Valladolid,Ath Madrid,27,30,41,1,1,0,1,1.0,2.0,A
2021-05-23,Granada,Getafe,53,26,20,2,1,1,0,0.0,0.0,D
2021-05-23,Sevilla,Alaves,53,24,21,2,1,1,0,1.0,0.0,H
