Fecha,EquipoLocal,EquipoVisitante,Prob_Victoria_Local,Prob_Empate,Prob_Victoria_Visitante,golesLocalFinal,golesVisitanteFinal,golesLocalDescanso,golesVisitanteDescanso,golesLocalReal,golesVisitanteReal,Ganador
24/04/2021,Real Madrid,Betis,62,20,16,2,1,1,0,0.0,0.0,D
25/04/2021,Huesca,Getafe,44,28,27,1,1,1,0,0.0,2.0,A
25/04/2021,Villarreal,Barcelona,37,26,36,1,1,1,1,1.0,2.0,A
25/04/2021,Celta,Osasuna,44,25,29,2,1,1,1,2.0,1.0,H
25/04/2021,Sevilla,Granada,54,24,21,2,1,1,0,2.0,1.0,H
25/04/2021,Ath Bilbao,Ath Madrid,40,22,37,1,1,1,1,2.0,1.0,H
26/04/2021,Eibar,Sociedad,32,27,39,1,1,0,1,0.0,1.0,A
28/04/2021,Ath Bilbao,Valladolid,62,22,15,2,1,1,0,2.0,2.0,D
29/04/2021,Barcelona,Granada,62,21,15,2,1,1,0,1.0,2.0,A
30/04/2021,Celta,Levante,44,25,30,2,1,1,1,2.0,0.0,H
1/5/2021,Eibar,Alaves,48,24,27,2,1,1,0,3.0,0.0,H
1/5/2021,Elche,Ath Madrid,40,25,34,1,1,1,0,0.0,1.0,A
1/5/2021,Huesca,Sociedad,42,25,31,2,1,1,0,1.0,0.0,H
1/5/2021,Real Madrid,Osasuna,52,25,22,2,1,1,0,2.0,0.0,H
2/5/2021,Valladolid,Betis,37,26,36,1,1,0,1,1.0,1.0,D
2/5/2021,Villarreal,Getafe,66,21,12,2,1,1,0,1.0,0.0,H
2/5/2021,Granada,Cadiz,52,27,20,2,1,1,0,0.0,1.0,A
2/5/2021,Valencia,Barcelona,47,23,29,2,1,1,1,2.0,3.0,A
3/5/2021,Sevilla,Ath Bilbao,54,24,20,2,1,1,0,0.0,1.0,A
7/5/2021,Sociedad,Elche,57,24,18,2,1,1,0,2.0,0.0,H
8/5/2021,Alaves,Levante,48,24,27,2,1,1,0,2.0,2.0,D
8/5/2021,Barcelona,Ath Madrid,48,24,27,2,1,1,0,0.0,0.0,D
8/5/2021,Cadiz,Huesca,48,24,27,2,1,1,0,2.0,1.0,H
8/5/2021,Ath Bilbao,Osasuna,48,24,27,2,1,1,0,2.0,2.0,D
9/5/2021,Getafe,Eibar,48,24,27,2,1,1,0,0.0,1.0,A
9/5/2021,Valencia,Valladolid,48,24,27,2,1,1,0,3.0,0.0,H
9/5/2021,Villarreal,Celta,48,24,27,2,1,1,0,2.0,4.0,A
9/5/2021,Real Madrid,Sevilla,48,24,27,2,1,1,0,2.0,2.0,D
10/5/2021,Betis,Granada,48,24,27,2,1,1,0,2.0,1.0,H
11/5/2021,Osasuna,Cadiz,48,24,27,2,1,1,0,3.0,2.0,H
11/5/2021,Elche,Alaves,48,24,27,2,1,1,0,0.0,2.0,A
11/5/2021,Levante,Barcelona,48,24,27,2,1,1,0,3.0,3.0,D
12/5/2021,Sevilla,Valencia,48,24,27,2,1,1,0,1.0,0.0,H
12/5/2021,Celta,Getafe,48,24,27,2,1,1,0,1.0,0.0,H
12/5/2021,Huesca,Ath Bilbao,48,24,27,2,1,1,0,1.0,0.0,H
12/5/2021,Ath Madrid,Sociedad,48,24,27,2,1,1,0,2.0,1.0,H
13/05/2021,Valladolid,Villarreal,55,24,19,2,1,1,0,0.0,2.0,A
13/05/2021,Eibar,Betis,35,25,38,1,1,0,1,1.0,1.0,D
13/05/2021,Granada,Real Madrid,45,24,30,2,1,1,1,1.0,4.0,A
16/05/2021,Alaves,Granada,34,28,36,1,1,0,1,4.0,2.0,H
16/05/2021,Ath Bilbao,Real Madrid,26,25,48,1,2,0,1,0.0,1.0,A
16/05/2021,Ath Madrid,Osasuna,48,25,25,2,1,1,0,2.0,1.0,H
16/05/2021,Barcelona,Celta,60,19,19,2,1,1,1,1.0,2.0,A
16/05/2021,Betis,Huesca,54,26,19,2,1,1,0,1.0,0.0,H
16/05/2021,Cadiz,Elche,47,30,21,2,1,1,0,1.0,3.0,A
16/05/2021,Getafe,Levante,38,27,33,1,1,1,1,2.0,1.0,H
16/05/2021,Sociedad,Valladolid,52,26,20,2,1,1,0,4.0,1.0,H
16/05/2021,Valencia,Eibar,51,25,22,2,1,1,0,4.0,1.0,H
16/05/2021,Villarreal,Sevilla,42,24,33,1,1,1,1,4.0,0.0,H
21/05/2021,Levante,Cadiz,45,27,27,1,1,1,0,2.0,2.0,D
22/05/2021,Celta,Betis,40,26,33,1,1,1,1,2.0,3.0,A
22/05/2021,Eibar,Barcelona,21,26,51,1,2,0,1,0.0,1.0,A
22/05/2021,Elche,Ath Bilbao,44,26,29,1,1,1,0,2.0,0.0,H
22/05/2021,Huesca,Valencia,39,28,31,1,1,1,0,0.0,0.0,D
22/05/2021,Osasuna,Sociedad,44,26,28,1,1,1,1,0.0,1.0,A
22/05/2021,Real Madrid,Villarreal,58,21,20,2,1,1,0,2.0,1.0,H
22/05/2021,Valladolid,Ath Madrid,34,27,38,1,1,0,1,1.0,2.0,A
23/05/2021,Granada,Getafe,57,23,19,2,1,1,0,0.0,0.0,D
23/05/2021,Sevilla,Alaves,67,21,10,2,1,1,0,1.0,0.0,H
