Temporada,Fecha,EquipoLocal,GolesFavL5,GolesConL5,PuntosL5,PosicionLocal,GolesFav1L5,GolesCont1L5,EquipoVisitante, GolesFavV5,GolesConV5,PuntosV5,PosicionVisitante,GolesFav1V5,GolesCon1V5,Ganador,Goles Local,Goles Visitante,Goles Local primera parte,Goles Visitante primera parte
1995-96,2/9/1995,La Coruna,0,0,0,-1,0,0,Valencia,0,0,0,-1,0,0,H,3.0,0.0,2.0,0.0
1995-96,2/9/1995,Sp Gijon,0,0,0,-1,0,0,Albacete,0,0,0,-1,0,0,H,3.0,0.0,3.0,0.0
1995-96,3/9/1995,Ath Bilbao,0,0,0,-1,0,0,Santander,0,0,0,-1,0,0,H,4.0,0.0,2.0,0.0
1995-96,3/9/1995,Ath Madrid,0,0,0,-1,0,0,Sociedad,0,0,0,-1,0,0,H,4.0,1.0,1.0,1.0
1995-96,3/9/1995,Celta,0,0,0,-1,0,0,Compostela,0,0,0,-1,0,0,A,0.0,1.0,0.0,0.0
1995-96,3/9/1995,Espanol,0,0,0,-1,0,0,Salamanca,0,0,0,-1,0,0,H,3.0,1.0,2.0,1.0
1995-96,3/9/1995,Merida,0,0,0,-1,0,0,Betis,0,0,0,-1,0,0,D,1.0,1.0,1.0,1.0
1995-96,3/9/1995,Sevilla,0,0,0,-1,0,0,Tenerife,0,0,0,-1,0,0,A,0.0,1.0,0.0,0.0
1995-96,3/9/1995,Valladolid,0,0,0,-1,0,0,Barcelona,0,0,0,-1,0,0,A,0.0,2.0,0.0,0.0
1995-96,3/9/1995,Vallecano,0,0,0,-1,0,0,Real Madrid,0,0,0,-1,0,0,A,1.0,5.0,0.0,1.0
1995-96,3/9/1995,Zaragoza,0,0,0,-1,0,0,Oviedo,0,0,0,-1,0,0,H,1.0,0.0,1.0,0.0
1995-96,9/9/1995,Albacete,8,10,3,21,2.0,3.0,Sevilla,5,6,4,12,3.0,2.0,H,3.0,2.0,2.0,1.0
1995-96,9/9/1995,Barcelona,8,9,6,3,3.0,4.0,Merida,7,6,8,20,4.0,3.0,D,2.0,2.0,1.0,1.0
1995-96,9/9/1995,Betis,8,13,3,10,4.0,5.0,Zaragoza,5,6,5,13,3.0,2.0,H,3.0,1.0,2.0,0.0
1995-96,9/9/1995,Real Madrid,9,6,10,6,6.0,5.0,Ath Bilbao,9,4,9,18,4.0,0.0,A,1.0,2.0,0.0,0.0
1995-96,10/9/1995,Compostela,2,3,3,14,1.0,1.0,La Coruna,8,4,4,10,2.0,3.0,H,4.0,0.0,2.0,0.0
1995-96,10/9/1995,Oviedo,2,2,4,11,1.0,1.0,Vallecano,5,8,6,6,1.0,4.0,H,2.0,0.0,1.0,0.0
1995-96,10/9/1995,Salamanca,3,4,2,17,1.0,1.0,Celta,3,1,5,8,2.0,1.0,A,0.0,1.0,0.0,0.0
1995-96,10/9/1995,Santander,2,1,3,12,0.0,0.0,Ath Madrid,0,3,1,19,0.0,0.0,A,0.0,4.0,0.0,0.0
1995-96,10/9/1995,Sociedad,4,3,4,9,2.0,3.0,Sp Gijon,3,4,1,20,2.0,0.0,H,2.0,0.0,1.0,0.0
1995-96,10/9/1995,Tenerife,6,5,6,5,3.0,3.0,Espanol,7,1,9,1,2.0,0.0,A,1.0,4.0,0.0,2.0
1995-96,10/9/1995,Valencia,5,3,3,13,2.0,0.0,Valladolid,6,1,7,3,3.0,1.0,H,1.0,0.0,0.0,0.0
1995-96,16/09/1995,Ath Bilbao,5,10,2,22,2.0,1.0,Ath Madrid,5,3,9,9,3.0,1.0,A,0.0,2.0,0.0,1.0
1995-96,17/09/1995,Celta,7,7,7,8,5.0,1.0,Tenerife,14,4,13,1,4.0,1.0,D,2.0,2.0,2.0,2.0
1995-96,17/09/1995,Espanol,11,9,7,2,4.0,6.0,Albacete,4,13,4,20,2.0,4.0,H,1.0,0.0,0.0,0.0
1995-96,17/09/1995,La Coruna,6,9,7,14,3.0,3.0,Salamanca,5,12,4,17,3.0,5.0,H,2.0,0.0,1.0,0.0
1995-96,17/09/1995,Merida,3,5,4,21,1.0,0.0,Valencia,7,6,8,7,2.0,5.0,A,0.0,2.0,0.0,0.0
1995-96,17/09/1995,Real Madrid,7,2,11,13,2.0,1.0,Oviedo,7,7,7,10,3.0,3.0,A,2.0,3.0,2.0,2.0
1995-96,17/09/1995,Sevilla,4,12,1,19,1.0,6.0,Sociedad,16,8,9,4,8.0,3.0,H,2.0,1.0,1.0,1.0
1995-96,17/09/1995,Sp Gijon,1,6,3,18,0.0,3.0,Santander,5,6,5,15,3.0,3.0,H,4.0,2.0,2.0,1.0
1995-96,17/09/1995,Valladolid,2,7,5,16,0.0,0.0,Compostela,8,7,6,6,4.0,5.0,D,0.0,0.0,0.0,0.0
1995-96,17/09/1995,Vallecano,9,8,8,11,2.0,2.0,Betis,10,3,9,3,3.0,2.0,A,1.0,2.0,1.0,1.0
1995-96,17/09/1995,Zaragoza,6,6,6,12,3.0,4.0,Barcelona,8,3,11,9,3.0,1.0,A,0.0,3.0,0.0,0.0
1995-96,23/09/1995,Barcelona,3,4,7,3,1.0,2.0,Vallecano,7,5,10,11,3.0,4.0,H,2.0,0.0,1.0,0.0
1995-96,23/09/1995,Betis,10,8,7,1,3.0,5.0,Real Madrid,9,7,6,8,4.0,4.0,D,0.0,0.0,0.0,0.0
1995-96,23/09/1995,Santander,6,10,4,20,4.0,7.0,Sevilla,7,10,9,13,1.0,4.0,D,1.0,1.0,1.0,1.0
1995-96,24/09/1995,Albacete,6,9,4,20,3.0,4.0,Celta,13,4,13,8,10.0,4.0,H,4.0,0.0,0.0,0.0
1995-96,24/09/1995,Ath Madrid,7,2,10,5,3.0,2.0,Sp Gijon,12,6,10,15,6.0,5.0,H,2.0,0.0,1.0,0.0
1995-96,24/09/1995,Compostela,3,12,4,13,2.0,6.0,Merida,7,5,10,18,5.0,2.0,H,1.0,0.0,1.0,0.0
1995-96,24/09/1995,Oviedo,8,7,8,14,4.0,1.0,Ath Bilbao,4,9,5,22,2.0,5.0,D,0.0,0.0,0.0,0.0
1995-96,24/09/1995,Salamanca,8,13,2,21,4.0,8.0,Valladolid,3,9,1,16,0.0,4.0,D,0.0,0.0,0.0,0.0
1995-96,24/09/1995,Sociedad,5,5,8,10,4.0,2.0,Espanol,6,4,9,2,0.0,2.0,A,0.0,1.0,0.0,1.0
1995-96,24/09/1995,Tenerife,6,10,3,11,4.0,2.0,La Coruna,7,2,10,7,5.0,1.0,D,1.0,1.0,0.0,0.0
1995-96,24/09/1995,Valencia,14,5,12,4,8.0,1.0,Zaragoza,6,9,2,19,3.0,6.0,D,0.0,0.0,0.0,0.0
1995-96,30/09/1995,Ath Bilbao,8,5,9,21,3.0,3.0,Sp Gijon,5,6,4,17,1.0,4.0,H,2.0,1.0,1.0,0.0
1995-96,30/09/1995,Real Madrid,13,5,11,9,7.0,3.0,Barcelona,11,5,10,3,7.0,2.0,D,1.0,1.0,1.0,1.0
1995-96,1/10/1995,Celta,0,0,0,-1,0,0,Sociedad,0,0,0,-1,0,0,D,1.0,1.0,1.0,1.0
1995-96,1/10/1995,Espanol,0,0,0,-1,0,0,Santander,0,0,0,-1,0,0,H,1.0,0.0,0.0,0.0
1995-96,1/10/1995,La Coruna,0,0,0,-1,0,0,Albacete,0,0,0,-1,0,0,H,5.0,0.0,1.0,0.0
1995-96,1/10/1995,Merida,0,0,0,-1,0,0,Salamanca,0,0,0,-1,0,0,D,0.0,0.0,0.0,0.0
1995-96,1/10/1995,Oviedo,0,0,0,-1,0,0,Betis,0,0,0,-1,0,0,A,0.0,1.0,0.0,1.0
1995-96,1/10/1995,Sevilla,0,0,0,-1,0,0,Ath Madrid,0,0,0,-1,0,0,D,0.0,0.0,0.0,0.0
1995-96,1/10/1995,Valladolid,0,0,0,-1,0,0,Tenerife,0,0,0,-1,0,0,H,3.0,0.0,2.0,0.0
1995-96,1/10/1995,Vallecano,0,0,0,-1,0,0,Valencia,0,0,0,-1,0,0,H,3.0,2.0,0.0,0.0
1995-96,1/10/1995,Zaragoza,0,0,0,-1,0,0,Compostela,0,0,0,-1,0,0,H,1.0,0.0,1.0,0.0
1995-96,4/10/1995,Albacete,0,0,0,-1,0,0,Valladolid,0,0,0,-1,0,0,H,4.0,2.0,2.0,1.0
1995-96,4/10/1995,Barcelona,0,0,0,-1,0,0,Oviedo,0,0,0,-1,0,0,H,4.0,1.0,3.0,0.0
1995-96,4/10/1995,Betis,0,0,0,-1,0,0,Ath Bilbao,0,0,0,-1,0,0,D,0.0,0.0,0.0,0.0
1995-96,4/10/1995,Compostela,0,0,0,-1,0,0,Vallecano,0,0,0,-1,0,0,H,1.0,0.0,1.0,0.0
1995-96,4/10/1995,Salamanca,0,0,0,-1,0,0,Zaragoza,0,0,0,-1,0,0,A,0.0,1.0,0.0,1.0
1995-96,4/10/1995,Santander,0,0,0,-1,0,0,Celta,0,0,0,-1,0,0,H,2.0,1.0,1.0,1.0
1995-96,4/10/1995,Sociedad,0,0,0,-1,0,0,La Coruna,0,0,0,-1,0,0,H,2.0,1.0,1.0,1.0
1995-96,4/10/1995,Sp Gijon,0,0,0,-1,0,0,Sevilla,0,0,0,-1,0,0,H,3.0,1.0,1.0,1.0
1995-96,4/10/1995,Tenerife,0,0,0,-1,0,0,Merida,0,0,0,-1,0,0,H,1.0,0.0,1.0,0.0
1995-96,4/10/1995,Valencia,0,0,0,-1,0,0,Real Madrid,0,0,0,-1,0,0,H,4.0,3.0,3.0,0.0
1995-96,5/10/1995,Ath Madrid,0,0,0,-1,0,0,Espanol,0,0,0,-1,0,0,H,2.0,1.0,1.0,1.0
1995-96,7/10/1995,Betis,0,0,0,-1,0,0,Barcelona,0,0,0,-1,0,0,A,1.0,5.0,0.0,2.0
1995-96,8/10/1995,Ath Bilbao,8,4,8,16,4.0,1.0,Sevilla,4,6,3,14,3.0,3.0,D,1.0,1.0,0.0,0.0
1995-96,8/10/1995,Celta,4,8,5,11,2.0,3.0,Ath Madrid,10,4,13,1,4.0,1.0,A,0.0,3.0,0.0,1.0
1995-96,8/10/1995,Espanol,8,5,10,4,5.0,3.0,Sp Gijon,7,5,9,15,4.0,3.0,D,0.0,0.0,0.0,0.0
1995-96,8/10/1995,La Coruna,3,5,3,8,1.0,3.0,Santander,10,13,8,17,4.0,7.0,A,2.0,3.0,0.0,1.0
1995-96,8/10/1995,Merida,6,7,7,20,4.0,3.0,Albacete,9,11,3,21,2.0,4.0,D,1.0,1.0,0.0,0.0
1995-96,8/10/1995,Oviedo,6,4,9,13,3.0,4.0,Valencia,11,7,12,3,5.0,2.0,A,0.0,1.0,0.0,0.0
1995-96,8/10/1995,Real Madrid,10,7,10,6,5.0,4.0,Compostela,6,10,6,9,1.0,5.0,H,2.0,1.0,2.0,1.0
1995-96,8/10/1995,Valladolid,10,7,9,18,6.0,5.0,Sociedad,2,5,2,7,0.0,2.0,H,3.0,0.0,0.0,0.0
1995-96,8/10/1995,Vallecano,3,6,3,19,1.0,2.0,Salamanca,9,11,3,22,5.0,6.0,A,1.0,4.0,0.0,0.0
1995-96,8/10/1995,Zaragoza,6,4,8,12,4.0,2.0,Tenerife,8,7,8,5,4.0,3.0,A,0.0,2.0,0.0,0.0
1995-96,14/10/1995,Ath Madrid,8,3,9,11,2.0,1.0,La Coruna,3,7,5,12,1.0,2.0,H,1.0,0.0,1.0,0.0
1995-96,14/10/1995,Barcelona,6,3,6,20,3.0,1.0,Ath Bilbao,6,7,5,21,3.0,0.0,H,4.0,1.0,1.0,0.0
1995-96,14/10/1995,Sevilla,5,7,4,15,1.0,3.0,Espanol,12,6,10,3,6.0,3.0,A,0.0,3.0,0.0,2.0
1995-96,14/10/1995,Valencia,8,10,9,8,2.0,6.0,Betis,6,4,8,4,2.0,1.0,D,1.0,1.0,1.0,1.0
1995-96,15/10/1995,Albacete,5,10,8,15,3.0,3.0,Zaragoza,7,10,5,11,3.0,4.0,A,0.0,1.0,0.0,0.0
1995-96,15/10/1995,Compostela,9,8,9,5,2.0,6.0,Oviedo,7,3,8,6,2.0,2.0,H,4.0,1.0,2.0,1.0
1995-96,15/10/1995,Salamanca,11,9,7,14,5.0,3.0,Real Madrid,6,7,7,20,0.0,4.0,A,0.0,2.0,0.0,1.0
1995-96,15/10/1995,Santander,6,6,5,17,4.0,2.0,Valladolid,1,10,1,18,0.0,3.0,D,0.0,0.0,0.0,0.0
1995-96,15/10/1995,Sociedad,19,6,13,2,10.0,1.0,Merida,3,8,2,22,0.0,2.0,A,1.0,2.0,0.0,1.0
1995-96,15/10/1995,Sp Gijon,7,8,6,19,4.0,4.0,Celta,4,7,5,7,1.0,2.0,H,1.0,0.0,0.0,0.0
1995-96,15/10/1995,Tenerife,11,2,13,3,4.0,2.0,Vallecano,5,8,5,10,1.0,3.0,D,2.0,2.0,0.0,0.0
1995-96,21/10/1995,Valladolid,5,5,5,14,1.0,0.0,Ath Madrid,7,4,7,5,2.0,3.0,A,0.0,1.0,0.0,0.0
1995-96,22/10/1995,Ath Bilbao,4,3,8,22,,,Espanol,5,6,5,1,1.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,22/10/1995,Barcelona,3,5,5,5,2.0,3.0,Valencia,9,8,10,4,3.0,5.0,H,1.0,0.0,0.0,0.0
1995-96,22/10/1995,Betis,7,8,7,3,3.0,4.0,Compostela,3,4,6,7,2.0,2.0,H,5.0,0.0,2.0,0.0
1995-96,22/10/1995,Celta,8,6,8,13,5.0,2.0,Sevilla,8,10,9,10,1.0,6.0,H,4.0,0.0,1.0,0.0
1995-96,22/10/1995,La Coruna,10,5,9,11,,,Sp Gijon,12,8,9,15,8.0,4.0,H,1.0,0.0,1.0,0.0
1995-96,22/10/1995,Merida,4,4,7,20,1.0,1.0,Santander,6,8,5,19,4.0,5.0,H,3.0,1.0,3.0,1.0
1995-96,22/10/1995,Oviedo,8,14,4,16,4.0,3.0,Salamanca,5,13,2,21,3.0,5.0,D,2.0,2.0,1.0,0.0
1995-96,22/10/1995,Real Madrid,11,8,6,9,6.0,4.0,Tenerife,8,7,8,6,3.0,1.0,H,2.0,0.0,1.0,0.0
1995-96,22/10/1995,Vallecano,7,5,10,12,4.0,4.0,Albacete,9,10,7,18,3.0,8.0,H,2.0,0.0,0.0,0.0
1995-96,22/10/1995,Zaragoza,7,10,2,17,2.0,5.0,Sociedad,5,6,7,8,4.0,2.0,A,1.0,2.0,0.0,1.0
1995-96,28/10/1995,Albacete,4,7,5,15,1.0,5.0,Real Madrid,5,4,8,8,3.0,2.0,D,1.0,1.0,0.0,1.0
1995-96,28/10/1995,Compostela,2,5,3,12,1.0,3.0,Barcelona,11,6,9,3,7.0,3.0,H,2.0,1.0,0.0,1.0
1995-96,28/10/1995,Sevilla,7,5,9,10,2.0,3.0,La Coruna,13,4,13,5,6.0,0.0,D,0.0,0.0,0.0,0.0
1995-96,29/10/1995,Ath Madrid,14,4,12,1,7.0,2.0,Merida,8,9,9,18,3.0,3.0,D,1.0,1.0,0.0,1.0
1995-96,29/10/1995,Espanol,4,3,7,4,1.0,2.0,Celta,5,5,5,12,2.0,4.0,D,2.0,2.0,1.0,0.0
1995-96,29/10/1995,Salamanca,3,12,3,22,1.0,6.0,Betis,3,7,2,8,2.0,4.0,H,2.0,1.0,1.0,1.0
1995-96,29/10/1995,Santander,6,5,8,17,4.0,3.0,Zaragoza,3,6,3,20,2.0,3.0,D,0.0,0.0,0.0,0.0
1995-96,29/10/1995,Sociedad,6,3,11,6,4.0,3.0,Vallecano,1,8,1,13,0.0,1.0,H,2.0,1.0,1.0,0.0
1995-96,29/10/1995,Sp Gijon,2,7,3,19,2.0,6.0,Valladolid,7,5,8,14,4.0,1.0,H,4.0,2.0,1.0,2.0
1995-96,29/10/1995,Tenerife,6,3,9,10,4.0,3.0,Oviedo,3,11,1,16,2.0,4.0,D,3.0,3.0,1.0,0.0
1995-96,29/10/1995,Valencia,13,5,13,2,6.0,1.0,Ath Bilbao,5,8,4,21,1.0,3.0,H,3.0,1.0,2.0,0.0
1995-96,4/11/1995,Real Madrid,0,0,0,-1,0,0,Sociedad,0,0,0,-1,0,0,H,3.0,2.0,1.0,0.0
1995-96,5/11/1995,Ath Bilbao,0,0,0,-1,0,0,Celta,0,0,0,-1,0,0,H,3.0,0.0,2.0,0.0
1995-96,5/11/1995,Barcelona,0,0,0,-1,0,0,Salamanca,0,0,0,-1,0,0,H,4.0,1.0,3.0,0.0
1995-96,5/11/1995,Betis,0,0,0,-1,0,0,Tenerife,0,0,0,-1,0,0,D,3.0,3.0,2.0,1.0
1995-96,5/11/1995,La Coruna,0,0,0,-1,0,0,Espanol,0,0,0,-1,0,0,A,0.0,1.0,0.0,0.0
1995-96,5/11/1995,Merida,0,0,0,-1,0,0,Sp Gijon,0,0,0,-1,0,0,H,1.0,0.0,1.0,0.0
1995-96,5/11/1995,Oviedo,0,0,0,-1,0,0,Albacete,0,0,0,-1,0,0,H,1.0,0.0,0.0,0.0
1995-96,5/11/1995,Valencia,0,0,0,-1,0,0,Compostela,0,0,0,-1,0,0,H,5.0,2.0,2.0,1.0
1995-96,5/11/1995,Valladolid,0,0,0,-1,0,0,Sevilla,0,0,0,-1,0,0,D,3.0,3.0,2.0,2.0
1995-96,5/11/1995,Vallecano,0,0,0,-1,0,0,Santander,0,0,0,-1,0,0,A,1.0,2.0,0.0,1.0
1995-96,5/11/1995,Zaragoza,0,0,0,-1,0,0,Ath Madrid,0,0,0,-1,0,0,A,0.0,1.0,0.0,0.0
1995-96,11/11/1995,Celta,4,1,8,3,2.0,1.0,La Coruna,8,8,4,13,2.0,5.0,D,0.0,0.0,0.0,0.0
1995-96,12/11/1995,Albacete,5,10,4,16,3.0,3.0,Betis,8,4,12,2,2.0,1.0,D,0.0,0.0,0.0,0.0
1995-96,12/11/1995,Ath Madrid,4,3,4,15,0.0,0.0,Vallecano,5,10,6,9,1.0,5.0,D,0.0,0.0,0.0,0.0
1995-96,12/11/1995,Compostela,9,5,9,4,3.0,3.0,Ath Bilbao,4,7,3,19,2.0,3.0,H,2.0,1.0,0.0,1.0
1995-96,12/11/1995,Espanol,12,3,13,1,4.0,1.0,Valladolid,6,3,7,8,3.0,2.0,H,2.0,0.0,2.0,0.0
1995-96,12/11/1995,Salamanca,5,7,3,17,2.0,1.0,Valencia,6,3,6,10,2.0,0.0,H,4.0,0.0,2.0,0.0
1995-96,12/11/1995,Santander,3,6,4,14,1.0,0.0,Real Madrid,1,9,0,22,0.0,3.0,H,2.0,0.0,2.0,0.0
1995-96,12/11/1995,Sevilla,2,1,6,11,0.0,1.0,Merida,3,5,3,18,1.0,2.0,H,3.0,0.0,1.0,0.0
1995-96,12/11/1995,Sociedad,9,4,10,3,4.0,3.0,Oviedo,5,4,7,7,2.0,2.0,D,1.0,1.0,1.0,0.0
1995-96,12/11/1995,Sp Gijon,4,8,1,21,2.0,2.0,Zaragoza,7,8,6,12,6.0,2.0,H,4.0,1.0,3.0,0.0
1995-96,12/11/1995,Tenerife,8,9,9,6,4.0,5.0,Barcelona,3,0,3,20,1.0,0.0,D,1.0,1.0,0.0,1.0
1995-96,18/11/1995,Barcelona,8,2,13,7,3.0,1.0,Albacete,3,8,3,19,1.0,3.0,H,3.0,0.0,1.0,0.0
1995-96,18/11/1995,Betis,9,3,11,2,3.0,2.0,Sociedad,6,10,2,6,3.0,6.0,H,3.0,1.0,1.0,0.0
1995-96,18/11/1995,Real Madrid,7,3,10,13,5.0,2.0,Ath Madrid,7,1,13,3,2.0,0.0,H,1.0,0.0,1.0,0.0
1995-96,18/11/1995,Zaragoza,8,9,7,12,5.0,4.0,Sevilla,7,8,7,15,2.0,5.0,A,0.0,1.0,0.0,0.0
1995-96,19/11/1995,Ath Bilbao,3,7,2,22,1.0,3.0,La Coruna,12,4,10,11,6.0,3.0,H,1.0,0.0,,
1995-96,19/11/1995,Compostela,3,1,8,4,1.0,1.0,Salamanca,7,10,5,17,7.0,4.0,D,0.0,0.0,0.0,0.0
1995-96,19/11/1995,Merida,3,8,4,21,2.0,3.0,Espanol,5,8,6,2,1.0,6.0,A,0.0,1.0,0.0,0.0
1995-96,19/11/1995,Oviedo,9,17,3,13,6.0,6.0,Santander,6,9,5,18,5.0,3.0,H,2.0,1.0,0.0,1.0
1995-96,19/11/1995,Valencia,4,1,10,8,0.0,0.0,Tenerife,7,9,5,6,4.0,5.0,D,2.0,2.0,0.0,1.0
1995-96,19/11/1995,Valladolid,15,8,10,12,3.0,5.0,Celta,8,8,5,15,7.0,3.0,D,1.0,1.0,0.0,0.0
1995-96,19/11/1995,Vallecano,7,12,6,14,3.0,5.0,Sp Gijon,4,9,3,19,2.0,5.0,H,2.0,0.0,1.0,0.0
1995-96,25/11/1995,Sociedad,6,5,8,7,4.0,4.0,Barcelona,7,1,13,3,4.0,1.0,D,1.0,1.0,0.0,1.0
1995-96,26/11/1995,Albacete,7,4,7,17,1.0,3.0,Valencia,13,4,11,5,7.0,1.0,A,1.0,3.0,0.0,1.0
1995-96,26/11/1995,Ath Madrid,10,3,13,2,7.0,3.0,Oviedo,5,7,7,14,2.0,2.0,H,3.0,0.0,1.0,0.0
1995-96,26/11/1995,Celta,8,10,7,11,7.0,5.0,Merida,4,7,4,18,2.0,3.0,H,2.0,0.0,1.0,0.0
1995-96,26/11/1995,Espanol,6,3,11,1,2.0,2.0,Zaragoza,4,5,5,19,2.0,4.0,D,1.0,1.0,0.0,1.0
1995-96,26/11/1995,La Coruna,6,5,6,8,2.0,1.0,Valladolid,6,8,5,15,2.0,4.0,H,3.0,1.0,1.0,0.0
1995-96,26/11/1995,Salamanca,4,10,1,22,2.0,7.0,Ath Bilbao,5,10,5,21,1.0,5.0,H,2.0,1.0,1.0,0.0
1995-96,26/11/1995,Santander,6,9,4,20,4.0,4.0,Betis,5,6,7,4,1.0,3.0,D,0.0,0.0,0.0,0.0
1995-96,26/11/1995,Sevilla,7,5,7,13,5.0,1.0,Vallecano,6,9,6,9,1.0,2.0,H,1.0,0.0,0.0,0.0
1995-96,26/11/1995,Sp Gijon,6,9,4,16,2.0,5.0,Real Madrid,10,4,9,7,4.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,26/11/1995,Tenerife,6,7,4,12,4.0,1.0,Compostela,4,9,5,10,2.0,4.0,D,1.0,1.0,0.0,1.0
1995-96,2/12/1995,Barcelona,0,0,0,-1,0,0,Santander,0,0,0,-1,0,0,D,1.0,1.0,1.0,1.0
1995-96,2/12/1995,Real Madrid,0,0,0,-1,0,0,Sevilla,0,0,0,-1,0,0,H,4.0,1.0,3.0,0.0
1995-96,2/12/1995,Vallecano,0,0,0,-1,0,0,Espanol,0,0,0,-1,0,0,H,1.0,0.0,1.0,0.0
1995-96,3/12/1995,Ath Bilbao,0,0,0,-1,0,0,Valladolid,0,0,0,-1,0,0,H,2.0,1.0,1.0,1.0
1995-96,3/12/1995,Betis,0,0,0,-1,0,0,Ath Madrid,0,0,0,-1,0,0,H,2.0,1.0,2.0,1.0
1995-96,3/12/1995,Compostela,0,0,0,-1,0,0,Albacete,0,0,0,-1,0,0,H,3.0,1.0,2.0,0.0
1995-96,3/12/1995,Merida,0,0,0,-1,0,0,La Coruna,0,0,0,-1,0,0,A,0.0,2.0,0.0,1.0
1995-96,3/12/1995,Oviedo,0,0,0,-1,0,0,Sp Gijon,0,0,0,-1,0,0,H,1.0,0.0,0.0,0.0
1995-96,3/12/1995,Salamanca,0,0,0,-1,0,0,Tenerife,0,0,0,-1,0,0,A,1.0,2.0,1.0,1.0
1995-96,3/12/1995,Valencia,0,0,0,-1,0,0,Sociedad,0,0,0,-1,0,0,A,0.0,1.0,0.0,0.0
1995-96,3/12/1995,Zaragoza,0,0,0,-1,0,0,Celta,0,0,0,-1,0,0,D,0.0,0.0,0.0,0.0
1995-96,9/12/1995,Ath Madrid,10,3,13,1,4.0,1.0,Barcelona,11,4,10,2,6.0,1.0,H,3.0,1.0,2.0,0.0
1995-96,9/12/1995,Santander,12,15,8,15,4.0,7.0,Valencia,8,4,12,3,2.0,2.0,A,0.0,3.0,0.0,2.0
1995-96,10/12/1995,Albacete,0,5,0,14,0.0,1.0,Salamanca,0,0,1,10,0.0,0.0,D,3.0,3.0,1.0,1.0
1995-96,10/12/1995,Celta,1,1,1,7,1.0,1.0,Vallecano,3,2,3,5,0.0,0.0,H,2.0,0.0,1.0,0.0
1995-96,10/12/1995,Espanol,1,0,3,1,0.0,0.0,Real Madrid,0,0,0,-1,0,0,H,3.0,1.0,1.0,0.0
1995-96,10/12/1995,La Coruna,5,0,3,2,1.0,0.0,Zaragoza,1,0,3,6,1.0,0.0,A,2.0,3.0,1.0,2.0
1995-96,10/12/1995,Sevilla,0,0,1,11,0.0,0.0,Oviedo,0,1,0,15,0.0,1.0,D,1.0,1.0,0.0,1.0
1995-96,10/12/1995,Sociedad,1,1,1,8,1.0,1.0,Compostela,0,1,0,18,0.0,1.0,A,0.0,1.0,0.0,1.0
1995-96,10/12/1995,Sp Gijon,0,0,0,-1,0,0,Betis,1,0,3,3,1.0,0.0,A,2.0,3.0,1.0,0.0
1995-96,10/12/1995,Tenerife,0,3,0,16,0.0,2.0,Ath Bilbao,0,0,0,-1,0,0,H,3.0,2.0,2.0,1.0
1995-96,10/12/1995,Valladolid,3,0,3,4,2.0,0.0,Merida,0,0,1,9,0.0,0.0,D,1.0,1.0,1.0,1.0
1995-96,16/12/1995,Barcelona,8,4,9,11,3.0,1.0,Sp Gijon,7,6,9,15,4.0,3.0,H,1.0,0.0,1.0,0.0
1995-96,16/12/1995,Betis,5,4,6,5,2.0,2.0,Sevilla,5,10,3,20,1.0,5.0,D,1.0,1.0,0.0,0.0
1995-96,17/12/1995,Ath Bilbao,4,10,2,22,1.0,2.0,Merida,3,6,4,21,1.0,0.0,D,1.0,1.0,0.0,0.0
1995-96,17/12/1995,Compostela,7,5,7,6,3.0,4.0,Santander,6,8,5,18,3.0,5.0,H,2.0,0.0,0.0,0.0
1995-96,17/12/1995,Oviedo,6,9,7,9,4.0,5.0,Espanol,11,7,10,1,3.0,5.0,A,1.0,2.0,1.0,1.0
1995-96,17/12/1995,Real Madrid,8,5,8,14,4.0,3.0,Celta,7,9,5,10,7.0,3.0,H,1.0,0.0,1.0,0.0
1995-96,17/12/1995,Salamanca,1,13,1,19,1.0,6.0,Sociedad,9,9,6,4,6.0,3.0,D,3.0,3.0,3.0,1.0
1995-96,17/12/1995,Tenerife,14,5,11,3,6.0,2.0,Albacete,3,6,4,20,1.0,1.0,A,1.0,3.0,1.0,1.0
1995-96,17/12/1995,Valencia,6,6,8,5,1.0,5.0,Ath Madrid,6,2,11,7,3.0,1.0,A,0.0,1.0,0.0,0.0
1995-96,17/12/1995,Vallecano,9,10,5,12,3.0,3.0,La Coruna,8,5,10,11,4.0,2.0,A,0.0,6.0,0.0,3.0
1995-96,17/12/1995,Zaragoza,4,7,5,13,2.0,4.0,Valladolid,2,4,6,16,0.0,0.0,H,5.0,3.0,3.0,1.0
1995-96,20/12/1995,Albacete,5,12,4,20,1.0,8.0,Ath Bilbao,4,4,6,21,,,H,2.0,0.0,0.0,0.0
1995-96,20/12/1995,Ath Madrid,7,3,10,5,2.0,2.0,Compostela,3,0,9,7,1.0,0.0,H,3.0,0.0,1.0,0.0
1995-96,20/12/1995,Celta,5,7,3,15,3.0,3.0,Oviedo,10,15,6,14,6.0,6.0,H,1.0,0.0,0.0,0.0
1995-96,20/12/1995,Espanol,1,5,3,2,0.0,2.0,Betis,11,2,15,1,4.0,1.0,D,1.0,1.0,1.0,0.0
1995-96,20/12/1995,Merida,4,8,4,22,2.0,4.0,Zaragoza,9,12,4,16,4.0,3.0,D,1.0,1.0,1.0,0.0
