Temporada,Fecha,EquipoLocal,GolesFavL5,GolesConL5,PuntosL5,PosicionLocal,GolesFav1L5,GolesCont1L5,EquipoVisitante, GolesFavV5,GolesConV5,PuntosV5,PosicionVisitante,GolesFav1V5,GolesCon1V5,Ganador,Goles Local,Goles Local primera parte,Goles Visitante,Goles Visitante primera parte
2001-02,2001-12-02,Ath Bilbao,8,5,11,6,4.0,1.0,Zaragoza,5,6,9,11,2.0,2.0,H,2.0,1.0,1.0,0.0
2001-02,2001-12-02,Betis,4,5,7,5,0.0,1.0,Tenerife,4,4,7,15,1.0,3.0,H,1.0,0.0,0.0,0.0
2001-02,2001-12-02,Celta,9,10,4,8,4.0,5.0,Villarreal,5,4,7,9,3.0,1.0,H,3.0,1.0,1.0,0.0
2001-02,2001-12-02,Las Palmas,5,7,4,17,3.0,4.0,Sevilla,9,4,8,12,2.0,3.0,H,1.0,0.0,0.0,0.0
2001-02,2001-12-02,Malaga,5,8,6,16,4.0,3.0,Sociedad,7,6,9,19,4.0,2.0,H,1.0,1.0,0.0,0.0
2001-02,2001-12-02,Valladolid,4,9,7,13,2.0,3.0,Vallecano,6,8,6,20,3.0,3.0,H,3.0,2.0,1.0,1.0
2001-02,2001-12-08,Sevilla,8,4,7,13,2.0,2.0,Ath Bilbao,9,5,13,4,4.0,1.0,D,3.0,0.0,3.0,0.0
2001-02,2001-12-08,Tenerife,4,4,7,17,1.0,2.0,Real Madrid,10,4,12,5,6.0,1.0,A,0.0,0.0,2.0,1.0
2001-02,2001-12-09,Barcelona,5,6,4,8,2.0,3.0,Celta,11,10,6,7,5.0,5.0,D,2.0,1.0,2.0,0.0
2001-02,2001-12-09,La Coruna,10,10,6,5,7.0,5.0,Valencia,3,4,6,6,1.0,3.0,H,1.0,0.0,0.0,0.0
2001-02,2001-12-09,Mallorca,10,5,10,15,5.0,2.0,Malaga,4,8,6,14,4.0,3.0,D,1.0,1.0,1.0,1.0
2001-02,2001-12-09,Osasuna,4,11,1,18,1.0,8.0,Valladolid,6,9,9,9,4.0,4.0,H,1.0,0.0,0.0,0.0
2001-02,2001-12-09,Sociedad,6,7,6,19,3.0,3.0,Betis,5,2,10,2,0.0,0.0,D,0.0,0.0,0.0,0.0
2001-02,2001-12-09,Vallecano,5,10,3,20,4.0,5.0,Las Palmas,6,6,7,16,3.0,3.0,D,0.0,0.0,0.0,0.0
2001-02,2001-12-09,Villarreal,4,4,7,10,2.0,2.0,Espanol,6,9,6,12,4.0,5.0,D,1.0,1.0,1.0,1.0
2001-02,2001-12-09,Zaragoza,6,6,9,13,2.0,2.0,Alaves,6,4,9,4,3.0,4.0,A,0.0,0.0,2.0,1.0
2001-02,2001-12-15,Espanol,6,8,7,11,4.0,5.0,Valencia,1,4,3,7,0.0,2.0,A,2.0,2.0,3.0,0.0
2001-02,2001-12-15,Las Palmas,2,4,5,16,0.0,2.0,Osasuna,4,6,4,17,0.0,4.0,D,1.0,0.0,1.0,1.0
2001-02,2001-12-15,Real Madrid,10,4,12,3,6.0,1.0,Sociedad,4,6,4,19,2.0,2.0,H,3.0,1.0,1.0,1.0
2001-02,2001-12-16,Alaves,7,2,12,2,4.0,2.0,Sevilla,8,6,5,12,1.0,1.0,A,0.0,0.0,1.0,0.0
2001-02,2001-12-16,Ath Bilbao,10,7,11,6,2.0,1.0,Vallecano,4,8,4,20,3.0,4.0,D,1.0,0.0,1.0,0.0
2001-02,2001-12-16,Betis,5,1,11,4,0.0,0.0,Mallorca,9,6,8,16,5.0,3.0,H,1.0,1.0,0.0,0.0
2001-02,2001-12-16,Celta,11,8,7,7,4.0,3.0,Zaragoza,5,8,6,13,2.0,3.0,H,2.0,1.0,0.0,0.0
2001-02,2001-12-16,Malaga,4,6,7,14,4.0,3.0,La Coruna,6,9,6,3,3.0,4.0,D,1.0,1.0,1.0,0.0
2001-02,2001-12-16,Valladolid,5,10,6,10,3.0,4.0,Tenerife,4,4,7,18,1.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2001-12-16,Villarreal,5,4,8,9,3.0,2.0,Barcelona,7,6,5,8,3.0,2.0,A,0.0,0.0,1.0,1.0
2001-02,2001-12-22,La Coruna,6,7,7,3,2.0,4.0,Betis,6,1,13,2,1.0,0.0,H,2.0,1.0,0.0,0.0
2001-02,2001-12-22,Espanol,7,9,7,12,5.0,4.0,Barcelona,4,6,5,8,2.0,2.0,H,2.0,0.0,0.0,0.0
2001-02,2001-12-22,Sociedad,4,7,4,19,3.0,3.0,Valladolid,5,6,7,10,3.0,2.0,H,6.0,1.0,0.0,0.0
2001-02,2001-12-22,Sevilla,9,6,7,9,1.0,1.0,Celta,11,5,10,5,4.0,3.0,A,0.0,0.0,1.0,0.0
2001-02,2001-12-22,Tenerife,1,3,5,18,0.0,1.0,Las Palmas,3,3,6,15,0.0,2.0,A,1.0,0.0,3.0,1.0
2001-02,2001-12-22,Valencia,4,6,5,7,0.0,4.0,Malaga,5,4,8,13,5.0,1.0,H,2.0,2.0,1.0,1.0
2001-02,2001-12-23,Mallorca,7,6,5,16,5.0,4.0,Real Madrid,12,3,15,2,7.0,1.0,D,1.0,0.0,1.0,0.0
2001-02,2001-12-23,Osasuna,5,7,4,17,1.0,4.0,Ath Bilbao,8,6,9,7,2.0,0.0,A,0.0,0.0,1.0,0.0
2001-02,2001-12-23,Zaragoza,3,9,3,15,1.0,4.0,Villarreal,3,5,5,13,2.0,3.0,H,3.0,2.0,2.0,0.0
2001-02,2002-01-05,Celta,12,4,13,4,4.0,2.0,Vallecano,2,9,2,20,1.0,4.0,D,2.0,0.0,2.0,1.0
2001-02,2002-01-05,Las Palmas,6,4,8,12,1.0,2.0,Sociedad,9,4,7,18,3.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-01-05,Real Madrid,11,3,13,2,6.0,1.0,La Coruna,5,6,7,1,2.0,3.0,H,3.0,2.0,1.0,1.0
2001-02,2002-01-05,Villarreal,5,8,4,14,2.0,5.0,Sevilla,8,5,7,10,1.0,0.0,A,0.0,0.0,2.0,1.0
2001-02,2002-01-06,Alaves,5,2,9,7,3.0,1.0,Osasuna,4,6,4,17,1.0,2.0,A,0.0,0.0,2.0,0.0
2001-02,2002-01-06,Ath Bilbao,9,6,11,5,2.0,0.0,Tenerife,2,6,4,19,0.0,2.0,A,1.0,0.0,2.0,0.0
2001-02,2002-01-06,Barcelona,4,8,4,9,2.0,2.0,Zaragoza,6,9,6,12,3.0,3.0,H,2.0,1.0,0.0,0.0
2001-02,2002-01-06,Betis,4,3,10,4,1.0,1.0,Valencia,6,7,7,6,2.0,5.0,A,1.0,1.0,3.0,2.0
2001-02,2002-01-06,Malaga,4,5,5,15,4.0,3.0,Espanol,7,8,7,10,4.0,3.0,H,2.0,1.0,0.0,0.0
2001-02,2002-01-06,Valladolid,3,12,4,13,2.0,3.0,Mallorca,7,5,6,16,4.0,3.0,H,2.0,1.0,1.0,0.0
2001-02,2002-01-12,Ath Bilbao,8,7,8,6,1.0,0.0,Sociedad,7,4,5,19,2.0,2.0,H,2.0,1.0,1.0,1.0
2001-02,2002-01-12,Villarreal,4,10,1,16,1.0,6.0,Vallecano,4,9,3,20,2.0,4.0,D,1.0,0.0,1.0,0.0
2001-02,2002-01-13,Alaves,4,4,6,8,2.0,1.0,Tenerife,3,7,4,17,0.0,2.0,H,1.0,1.0,0.0,0.0
2001-02,2002-01-13,Barcelona,5,6,7,7,3.0,1.0,Sevilla,6,5,7,9,1.0,0.0,H,3.0,1.0,1.0,1.0
2001-02,2002-01-13,Betis,3,5,7,6,2.0,3.0,Malaga,6,4,8,12,5.0,3.0,D,1.0,0.0,1.0,0.0
2001-02,2002-01-13,Celta,10,5,11,5,2.0,2.0,Osasuna,5,4,7,16,1.0,2.0,D,1.0,1.0,1.0,0.0
2001-02,2002-01-13,Las Palmas,5,2,9,13,1.0,1.0,Mallorca,4,6,3,18,2.0,3.0,H,3.0,1.0,1.0,0.0
2001-02,2002-01-13,Real Madrid,11,4,13,1,6.0,2.0,Valencia,9,6,10,3,4.0,5.0,H,1.0,0.0,0.0,0.0
2001-02,2002-01-13,Valladolid,5,9,7,10,3.0,2.0,La Coruna,5,5,7,4,2.0,3.0,H,3.0,2.0,0.0,0.0
2001-02,2002-01-13,Zaragoza,4,10,3,14,2.0,4.0,Espanol,6,6,7,11,3.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-01-19,Malaga,6,5,6,13,4.0,3.0,Real Madrid,10,3,13,1,4.0,2.0,D,1.0,1.0,1.0,0.0
2001-02,2002-01-19,Sociedad,8,5,5,19,3.0,2.0,Alaves,5,3,9,7,3.0,0.0,A,1.0,1.0,2.0,0.0
2001-02,2002-01-20,La Coruna,5,7,7,5,2.0,5.0,Las Palmas,7,3,9,10,2.0,1.0,H,1.0,0.0,0.0,0.0
2001-02,2002-01-20,Espanol,5,6,5,13,3.0,2.0,Betis,3,6,5,8,2.0,3.0,D,1.0,0.0,1.0,0.0
2001-02,2002-01-20,Mallorca,4,8,2,18,1.0,4.0,Ath Bilbao,8,7,8,3,1.0,1.0,H,3.0,1.0,0.0,0.0
2001-02,2002-01-20,Osasuna,5,3,8,15,1.0,1.0,Villarreal,4,8,2,16,1.0,5.0,D,2.0,2.0,2.0,1.0
2001-02,2002-01-20,Vallecano,5,7,4,20,2.0,2.0,Barcelona,8,5,10,7,4.0,1.0,H,2.0,1.0,1.0,0.0
2001-02,2002-01-20,Sevilla,7,7,7,11,2.0,1.0,Zaragoza,3,8,4,14,2.0,3.0,H,4.0,1.0,2.0,1.0
2001-02,2002-01-20,Tenerife,3,7,4,17,0.0,3.0,Celta,8,5,9,6,2.0,2.0,D,1.0,1.0,1.0,0.0
2001-02,2002-01-20,Valencia,8,6,9,4,4.0,4.0,Valladolid,5,8,7,9,3.0,1.0,A,1.0,1.0,2.0,2.0
2001-02,2002-01-23,Vallecano,6,5,7,20,2.0,0.0,Alaves,5,4,9,3,2.0,1.0,H,2.0,0.0,0.0,0.0
2001-02,2002-01-26,Celta,7,4,9,4,2.0,2.0,Sociedad,9,7,4,20,4.0,2.0,H,3.0,0.0,1.0,1.0
2001-02,2002-01-26,Las Palmas,7,4,8,11,2.0,1.0,Valencia,9,7,9,6,5.0,6.0,A,0.0,0.0,1.0,1.0
2001-02,2002-01-27,Alaves,3,6,6,5,1.0,1.0,Mallorca,6,7,4,17,1.0,3.0,A,0.0,0.0,4.0,2.0
2001-02,2002-01-27,Ath Bilbao,5,7,7,6,1.0,2.0,La Coruna,5,7,7,4,2.0,5.0,D,1.0,0.0,1.0,0.0
2001-02,2002-01-27,Barcelona,7,5,9,8,3.0,2.0,Osasuna,6,5,6,15,3.0,2.0,A,0.0,0.0,1.0,0.0
2001-02,2002-01-27,Real Madrid,9,4,11,1,3.0,3.0,Betis,4,7,5,7,2.0,3.0,D,1.0,1.0,1.0,0.0
2001-02,2002-01-27,Sevilla,8,6,9,10,3.0,2.0,Espanol,5,6,5,12,2.0,1.0,H,3.0,0.0,0.0,0.0
2001-02,2002-01-27,Valladolid,7,8,10,9,5.0,2.0,Malaga,6,5,6,13,4.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-01-27,Villarreal,5,9,2,16,1.0,6.0,Tenerife,4,6,5,18,1.0,2.0,H,2.0,2.0,1.0,0.0
2001-02,2002-01-27,Zaragoza,5,10,4,14,3.0,3.0,Vallecano,8,5,9,19,2.0,0.0,H,3.0,0.0,2.0,1.0
2001-02,2002-02-02,La Coruna,5,7,7,2,2.0,4.0,Alaves,3,9,6,5,1.0,3.0,A,0.0,0.0,1.0,1.0
2001-02,2002-02-02,Mallorca,10,6,7,17,3.0,2.0,Celta,8,5,9,3,1.0,3.0,A,0.0,0.0,1.0,1.0
2001-02,2002-02-02,Sociedad,9,7,4,20,4.0,1.0,Villarreal,7,9,5,15,3.0,5.0,H,2.0,0.0,1.0,0.0
2001-02,2002-02-02,Vallecano,9,7,8,19,3.0,0.0,Sevilla,10,6,9,8,3.0,2.0,H,2.0,2.0,1.0,1.0
2001-02,2002-02-02,Tenerife,5,8,4,18,1.0,4.0,Barcelona,6,6,6,9,2.0,2.0,A,0.0,0.0,6.0,2.0
2001-02,2002-02-03,Betis,4,8,3,8,1.0,4.0,Valladolid,7,8,10,10,5.0,2.0,H,2.0,1.0,0.0,0.0
2001-02,2002-02-03,Espanol,3,6,5,16,0.0,1.0,Real Madrid,7,4,9,1,3.0,2.0,H,2.0,1.0,1.0,1.0
2001-02,2002-02-03,Malaga,5,4,6,12,3.0,2.0,Las Palmas,6,4,7,13,2.0,1.0,D,1.0,0.0,1.0,1.0
2001-02,2002-02-03,Osasuna,6,4,8,14,2.0,2.0,Zaragoza,8,10,7,11,3.0,3.0,D,0.0,0.0,0.0,0.0
2001-02,2002-02-03,Valencia,7,5,9,5,6.0,4.0,Ath Bilbao,5,7,7,7,1.0,2.0,H,2.0,1.0,1.0,0.0
2001-02,2002-02-05,Celta,8,5,9,2,2.0,3.0,La Coruna,3,8,4,5,1.0,5.0,A,0.0,0.0,2.0,1.0
2001-02,2002-02-06,Alaves,4,7,9,5,2.0,3.0,Valencia,7,5,9,4,5.0,3.0,A,1.0,1.0,2.0,2.0
2001-02,2002-02-06,Ath Bilbao,5,9,4,8,1.0,3.0,Malaga,5,3,7,13,2.0,1.0,H,3.0,2.0,2.0,1.0
2001-02,2002-02-06,Barcelona,12,4,9,7,4.0,2.0,Sociedad,5,8,4,19,3.0,1.0,H,2.0,0.0,0.0,0.0
2001-02,2002-02-06,Las Palmas,4,4,5,14,2.0,1.0,Betis,6,6,6,6,2.0,3.0,D,0.0,0.0,0.0,0.0
2001-02,2002-02-06,Vallecano,9,6,10,18,4.0,1.0,Espanol,3,7,5,11,1.0,2.0,D,2.0,1.0,2.0,0.0
2001-02,2002-02-06,Sevilla,11,7,9,9,4.0,4.0,Osasuna,6,3,9,15,2.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-02-06,Valladolid,7,4,10,10,5.0,2.0,Real Madrid,7,5,8,1,4.0,3.0,H,2.0,0.0,1.0,0.0
2001-02,2002-02-06,Villarreal,6,8,5,16,3.0,3.0,Mallorca,9,6,6,17,3.0,3.0,H,2.0,1.0,1.0,0.0
2001-02,2002-02-06,Zaragoza,5,8,5,12,1.0,3.0,Tenerife,4,11,4,20,1.0,5.0,D,1.0,0.0,1.0,1.0
2001-02,2002-02-09,Mallorca,9,6,6,17,3.0,3.0,Barcelona,12,4,9,5,3.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-02-09,Valencia,6,5,9,1,5.0,3.0,Celta,6,5,8,4,2.0,3.0,D,0.0,0.0,0.0,0.0
2001-02,2002-02-10,Betis,5,3,7,7,1.0,1.0,Ath Bilbao,7,9,7,8,3.0,4.0,D,1.0,1.0,1.0,1.0
2001-02,2002-02-10,La Coruna,4,5,7,4,1.0,3.0,Villarreal,8,7,8,12,4.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-02-10,Espanol,5,7,6,11,1.0,2.0,Valladolid,7,4,10,9,4.0,2.0,H,1.0,0.0,0.0,0.0
2001-02,2002-02-10,Malaga,5,6,4,16,2.0,3.0,Alaves,4,9,6,6,2.0,5.0,H,1.0,0.0,0.0,0.0
2001-02,2002-02-10,Osasuna,4,3,7,15,2.0,2.0,Vallecano,10,7,10,18,5.0,1.0,H,1.0,0.0,0.0,0.0
2001-02,2002-02-10,Real Madrid,5,6,5,3,2.0,2.0,Las Palmas,4,4,5,14,2.0,1.0,H,7.0,3.0,0.0,0.0
2001-02,2002-02-10,Sociedad,5,10,3,20,3.0,1.0,Zaragoza,6,7,6,13,1.0,3.0,H,3.0,2.0,1.0,0.0
2001-02,2002-02-10,Tenerife,3,11,2,19,2.0,5.0,Sevilla,9,7,7,10,3.0,4.0,D,1.0,0.0,1.0,1.0
2001-02,2002-02-16,Ath Bilbao,6,9,5,7,3.0,4.0,Real Madrid,11,6,5,2,5.0,2.0,H,2.0,2.0,1.0,0.0
2001-02,2002-02-16,Barcelona,9,3,7,5,2.0,1.0,La Coruna,4,2,8,3,1.0,1.0,H,3.0,1.0,2.0,1.0
2001-02,2002-02-16,Villarreal,7,6,8,14,4.0,2.0,Valencia,6,4,10,1,5.0,3.0,D,1.0,0.0,1.0,0.0
2001-02,2002-02-17,Alaves,2,9,3,8,2.0,4.0,Betis,5,3,7,7,2.0,2.0,A,0.0,0.0,1.0,1.0
2001-02,2002-02-17,Celta,5,4,8,6,1.0,3.0,Malaga,5,5,6,14,2.0,3.0,D,0.0,0.0,0.0,0.0
2001-02,2002-02-17,Las Palmas,1,10,2,16,1.0,4.0,Valladolid,4,5,7,9,2.0,2.0,D,1.0,0.0,1.0,0.0
2001-02,2002-02-17,Osasuna,4,2,9,12,2.0,1.0,Espanol,6,7,8,11,1.0,2.0,D,1.0,0.0,1.0,1.0
2001-02,2002-02-17,Vallecano,8,7,7,19,4.0,1.0,Tenerife,4,11,3,20,2.0,5.0,H,2.0,0.0,0.0,0.0
2001-02,2002-02-17,Sevilla,9,5,8,10,3.0,3.0,Sociedad,7,9,6,18,4.0,0.0,A,0.0,0.0,1.0,0.0
2001-02,2002-02-17,Zaragoza,7,10,5,15,1.0,5.0,Mallorca,8,3,7,17,3.0,2.0,H,1.0,0.0,0.0,0.0
2001-02,2002-02-23,La Coruna,5,5,5,7,2.0,2.0,Zaragoza,6,6,8,13,0.0,4.0,H,1.0,1.0,0.0,0.0
2001-02,2002-02-23,Real Madrid,11,7,4,2,5.0,3.0,Alaves,2,8,3,8,2.0,5.0,H,3.0,1.0,1.0,1.0
2001-02,2002-02-23,Valencia,6,3,11,1,4.0,1.0,Barcelona,11,3,10,3,3.0,1.0,H,2.0,1.0,0.0,0.0
2001-02,2002-02-24,Betis,5,2,9,5,3.0,2.0,Celta,4,3,8,6,1.0,2.0,H,4.0,2.0,1.0,0.0
2001-02,2002-02-24,Espanol,6,7,8,11,2.0,2.0,Las Palmas,2,10,3,16,1.0,4.0,H,3.0,0.0,1.0,1.0
2001-02,2002-02-24,Malaga,4,4,6,14,1.0,3.0,Villarreal,6,5,8,15,3.0,0.0,H,2.0,1.0,1.0,0.0
2001-02,2002-02-24,Mallorca,5,4,4,18,2.0,2.0,Sevilla,5,4,5,10,2.0,2.0,A,0.0,0.0,4.0,1.0
2001-02,2002-02-24,Sociedad,7,7,9,17,3.0,0.0,Vallecano,8,7,7,19,4.0,1.0,D,2.0,1.0,2.0,0.0
2001-02,2002-02-24,Tenerife,3,12,2,20,1.0,5.0,Osasuna,3,1,9,12,0.0,1.0,H,3.0,1.0,1.0,0.0
2001-02,2002-02-24,Valladolid,3,5,5,9,0.0,1.0,Ath Bilbao,8,7,8,7,5.0,3.0,H,2.0,0.0,0.0,0.0
2001-02,2002-03-02,Celta,2,6,5,6,1.0,3.0,Real Madrid,13,7,6,2,5.0,4.0,A,0.0,0.0,1.0,0.0
2001-02,2002-03-02,Sevilla,6,4,5,10,3.0,2.0,La Coruna,5,4,7,4,3.0,2.0,A,0.0,0.0,1.0,0.0
2001-02,2002-03-02,Villarreal,5,6,5,15,1.0,1.0,Betis,8,2,11,3,5.0,1.0,D,1.0,1.0,1.0,1.0
2001-02,2002-03-03,Alaves,3,7,3,9,3.0,4.0,Valladolid,5,5,7,8,0.0,1.0,H,3.0,1.0,1.0,1.0
2001-02,2002-03-03,Ath Bilbao,7,8,7,7,5.0,3.0,Las Palmas,3,12,3,16,2.0,3.0,H,3.0,1.0,1.0,0.0
2001-02,2002-03-03,Barcelona,11,4,10,5,3.0,2.0,Malaga,6,5,8,12,2.0,3.0,H,5.0,3.0,1.0,0.0
2001-02,2002-03-03,Osasuna,3,4,6,13,0.0,2.0,Sociedad,8,6,10,17,3.0,0.0,D,1.0,0.0,1.0,0.0
2001-02,2002-03-03,Vallecano,8,6,8,18,3.0,2.0,Mallorca,1,8,1,19,0.0,3.0,A,0.0,0.0,2.0,1.0
2001-02,2002-03-03,Tenerife,5,11,5,20,2.0,3.0,Espanol,9,5,11,11,2.0,3.0,D,1.0,1.0,1.0,1.0
2001-02,2002-03-03,Zaragoza,3,5,5,15,0.0,4.0,Valencia,7,3,11,2,4.0,1.0,A,0.0,0.0,1.0,1.0
2001-02,2002-03-09,Betis,7,3,9,4,5.0,2.0,Barcelona,10,5,10,5,4.0,2.0,H,2.0,1.0,1.0,0.0
2001-02,2002-03-09,La Coruna,6,3,10,3,3.0,1.0,Vallecano,6,7,5,19,1.0,2.0,D,1.0,1.0,1.0,1.0
2001-02,2002-03-09,Las Palmas,3,14,2,17,1.0,4.0,Alaves,5,8,3,8,3.0,5.0,H,2.0,1.0,1.0,1.0
2001-02,2002-03-09,Real Madrid,13,5,9,2,4.0,3.0,Villarreal,5,5,6,14,2.0,2.0,H,3.0,1.0,0.0,0.0
2001-02,2002-03-10,Espanol,8,5,9,10,2.0,3.0,Ath Bilbao,9,7,10,6,6.0,2.0,H,2.0,1.0,0.0,0.0
2001-02,2002-03-10,Malaga,6,9,7,12,2.0,5.0,Zaragoza,3,6,4,16,0.0,5.0,H,2.0,2.0,1.0,0.0
2001-02,2002-03-10,Mallorca,3,7,4,17,1.0,2.0,Osasuna,4,5,6,13,0.0,2.0,H,4.0,2.0,2.0,1.0
2001-02,2002-03-10,Sociedad,7,6,8,18,3.0,0.0,Tenerife,6,6,6,20,3.0,2.0,A,0.0,0.0,2.0,1.0
2001-02,2002-03-10,Valencia,6,2,11,2,4.0,1.0,Sevilla,5,3,5,11,2.0,0.0,H,2.0,0.0,0.0,0.0
2001-02,2002-03-10,Valladolid,6,6,7,9,1.0,1.0,Celta,1,7,2,7,0.0,3.0,A,2.0,1.0,4.0,2.0
2001-02,2002-03-16,Barcelona,9,7,7,5,4.0,3.0,Real Madrid,15,3,12,2,5.0,3.0,D,1.0,0.0,1.0,1.0
2001-02,2002-03-16,Osasuna,6,9,5,13,1.0,4.0,La Coruna,5,4,8,4,3.0,2.0,A,1.0,0.0,3.0,3.0
2001-02,2002-03-17,Alaves,5,8,3,8,3.0,4.0,Ath Bilbao,6,7,7,7,4.0,2.0,A,2.0,2.0,3.0,2.0
2001-02,2002-03-17,Celta,5,7,5,6,2.0,3.0,Las Palmas,5,15,4,15,2.0,5.0,H,3.0,2.0,2.0,0.0
2001-02,2002-03-17,Sociedad,7,6,8,19,3.0,1.0,Espanol,8,3,11,9,3.0,2.0,H,1.0,1.0,0.0,0.0
2001-02,2002-03-17,Vallecano,5,6,5,20,1.0,3.0,Valencia,6,1,11,1,2.0,0.0,H,2.0,1.0,1.0,1.0
2001-02,2002-03-17,Sevilla,5,5,4,12,2.0,0.0,Malaga,6,7,10,11,3.0,3.0,A,0.0,0.0,2.0,0.0
2001-02,2002-03-17,Tenerife,7,5,8,18,3.0,2.0,Mallorca,6,7,7,14,3.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-03-17,Villarreal,3,7,3,16,1.0,3.0,Valladolid,6,9,4,10,2.0,3.0,D,2.0,0.0,2.0,2.0
2001-02,2002-03-17,Zaragoza,3,7,3,17,0.0,6.0,Betis,9,4,11,4,6.0,2.0,D,1.0,1.0,1.0,0.0
2001-02,2002-03-23,Betis,9,4,11,4,5.0,2.0,Sevilla,4,6,3,12,1.0,0.0,D,0.0,0.0,0.0,0.0
2001-02,2002-03-23,Las Palmas,7,11,4,17,2.0,4.0,Villarreal,5,9,3,15,1.0,5.0,H,3.0,2.0,2.0,2.0
2001-02,2002-03-23,Malaga,7,7,10,10,3.0,3.0,Vallecano,7,6,8,19,2.0,4.0,D,0.0,0.0,0.0,0.0
2001-02,2002-03-24,Ath Bilbao,8,8,9,6,5.0,3.0,Celta,8,9,7,5,4.0,3.0,A,1.0,1.0,6.0,2.0
2001-02,2002-03-24,La Coruna,8,5,10,3,6.0,2.0,Tenerife,6,4,8,20,3.0,1.0,H,3.0,0.0,1.0,1.0
2001-02,2002-03-24,Espanol,7,4,8,10,3.0,3.0,Alaves,7,10,3,9,5.0,6.0,A,1.0,1.0,2.0,0.0
2001-02,2002-03-24,Mallorca,6,7,7,14,3.0,2.0,Sociedad,5,5,8,18,2.0,1.0,A,0.0,0.0,2.0,0.0
2001-02,2002-03-24,Real Madrid,9,4,10,2,3.0,3.0,Zaragoza,3,5,4,17,1.0,4.0,H,3.0,1.0,1.0,0.0
2001-02,2002-03-24,Valencia,7,3,10,1,3.0,1.0,Osasuna,6,12,2,15,1.0,7.0,H,2.0,0.0,1.0,0.0
2001-02,2002-03-24,Valladolid,8,10,5,11,4.0,3.0,Barcelona,10,8,7,7,4.0,4.0,A,1.0,1.0,2.0,2.0
2001-02,2002-03-30,Barcelona,9,7,7,6,5.0,4.0,Las Palmas,9,12,6,13,4.0,6.0,D,1.0,1.0,1.0,0.0
2001-02,2002-03-30,Celta,14,10,9,5,6.0,4.0,Alaves,9,10,6,8,5.0,6.0,H,3.0,0.0,1.0,0.0
2001-02,2002-03-30,Sociedad,6,5,8,14,2.0,1.0,La Coruna,9,3,13,3,5.0,2.0,D,1.0,1.0,1.0,0.0
2001-02,2002-03-30,Sevilla,4,5,4,12,1.0,0.0,Real Madrid,11,3,13,2,4.0,1.0,A,0.0,0.0,1.0,1.0
2001-02,2002-03-30,Tenerife,7,5,8,20,4.0,1.0,Valencia,8,3,12,1,3.0,1.0,A,0.0,0.0,1.0,0.0
2001-02,2002-03-31,Mallorca,6,8,7,15,3.0,2.0,Espanol,7,5,7,10,3.0,3.0,H,2.0,1.0,1.0,1.0
2001-02,2002-03-31,Osasuna,6,13,1,16,1.0,6.0,Malaga,7,7,10,9,3.0,3.0,A,0.0,0.0,2.0,0.0
2001-02,2002-03-31,Vallecano,5,6,6,19,2.0,4.0,Betis,8,4,9,5,4.0,2.0,D,0.0,0.0,0.0,0.0
2001-02,2002-03-31,Villarreal,6,11,2,17,3.0,7.0,Ath Bilbao,7,13,6,7,4.0,5.0,H,5.0,5.0,2.0,0.0
2001-02,2002-03-31,Zaragoza,3,8,1,18,1.0,5.0,Valladolid,8,11,4,11,5.0,5.0,D,0.0,0.0,0.0,0.0
2001-02,2002-04-06,Ath Bilbao,9,16,6,7,4.0,10.0,Barcelona,10,6,8,6,6.0,3.0,A,0.0,0.0,2.0,1.0
2001-02,2002-04-06,La Coruna,9,4,11,3,4.0,3.0,Mallorca,8,5,10,13,4.0,2.0,H,5.0,4.0,0.0,0.0
2001-02,2002-04-06,Las Palmas,9,10,7,14,3.0,7.0,Zaragoza,3,7,2,17,1.0,4.0,D,1.0,0.0,1.0,0.0
2001-02,2002-04-06,Real Madrid,9,2,13,2,4.0,0.0,Vallecano,3,4,6,19,2.0,3.0,H,3.0,2.0,1.0,0.0
2001-02,2002-04-07,Alaves,9,10,6,9,4.0,5.0,Villarreal,10,11,5,16,8.0,6.0,H,2.0,1.0,1.0,1.0
2001-02,2002-04-07,Betis,4,3,7,6,2.0,2.0,Osasuna,5,12,1,18,1.0,5.0,D,0.0,0.0,0.0,0.0
2001-02,2002-04-07,Espanol,5,6,4,11,4.0,3.0,Celta,16,7,12,4,6.0,2.0,H,2.0,1.0,0.0,0.0
2001-02,2002-04-07,Malaga,7,6,10,8,2.0,3.0,Tenerife,4,5,5,20,3.0,1.0,H,2.0,0.0,0.0,0.0
2001-02,2002-04-07,Valencia,7,3,12,2,2.0,1.0,Sociedad,5,4,8,15,2.0,1.0,H,4.0,2.0,0.0,0.0
2001-02,2002-04-07,Valladolid,6,11,2,10,5.0,5.0,Sevilla,0,6,1,12,0.0,1.0,D,1.0,1.0,1.0,1.0
2001-02,2002-04-13,Mallorca,6,10,7,14,3.0,6.0,Valencia,10,3,12,1,3.0,1.0,D,1.0,1.0,1.0,0.0
