Temporada,Fecha,EquipoLocal,GolesFavL5,GolesConL5,PuntosL5,PosicionLocal,GolesFav1L5,GolesCont1L5,EquipoVisitante, GolesFavV5,GolesConV5,PuntosV5,PosicionVisitante,GolesFav1V5,GolesCon1V5,Ganador,Goles Local,Goles Local primera parte,Goles Visitante,Goles Visitante primera parte
1995-96,1995-09-02,La Coruna,0,0,0,-1,0,0,Valencia,0,0,0,-1,0,0,H,3.0,2.0,0.0,0.0
1995-96,1995-09-02,Sp Gijon,0,0,0,-1,0,0,Albacete,0,0,0,-1,0,0,H,3.0,3.0,0.0,0.0
1995-96,1995-09-03,Ath Bilbao,0,0,0,-1,0,0,Santander,0,0,0,-1,0,0,H,4.0,2.0,0.0,0.0
1995-96,1995-09-03,Ath Madrid,0,0,0,-1,0,0,Sociedad,0,0,0,-1,0,0,H,4.0,1.0,1.0,1.0
1995-96,1995-09-03,Celta,0,0,0,-1,0,0,Compostela,0,0,0,-1,0,0,A,0.0,0.0,1.0,0.0
1995-96,1995-09-03,Espanol,0,0,0,-1,0,0,Salamanca,0,0,0,-1,0,0,H,3.0,2.0,1.0,1.0
1995-96,1995-09-03,Merida,0,0,0,-1,0,0,Betis,0,0,0,-1,0,0,D,1.0,1.0,1.0,1.0
1995-96,1995-09-03,Sevilla,0,0,0,-1,0,0,Tenerife,0,0,0,-1,0,0,A,0.0,0.0,1.0,0.0
1995-96,1995-09-03,Valladolid,0,0,0,-1,0,0,Barcelona,0,0,0,-1,0,0,A,0.0,0.0,2.0,0.0
1995-96,1995-09-03,Vallecano,0,0,0,-1,0,0,Real Madrid,0,0,0,-1,0,0,A,1.0,0.0,5.0,1.0
1995-96,1995-09-03,Zaragoza,0,0,0,-1,0,0,Oviedo,0,0,0,-1,0,0,H,1.0,1.0,0.0,0.0
1995-96,1995-09-09,Albacete,0,3,0,14,0.0,3.0,Sevilla,0,1,0,19,0.0,0.0,H,3.0,2.0,2.0,1.0
1995-96,1995-09-09,Barcelona,2,0,3,8,0.0,0.0,Merida,1,1,1,11,1.0,1.0,D,2.0,1.0,2.0,1.0
1995-96,1995-09-09,Betis,1,1,1,12,1.0,1.0,Zaragoza,1,0,3,10,1.0,0.0,H,3.0,2.0,1.0,0.0
1995-96,1995-09-09,Real Madrid,5,1,3,9,1.0,0.0,Ath Bilbao,4,0,3,3,2.0,0.0,A,1.0,0.0,2.0,0.0
1995-96,1995-09-10,Compostela,1,0,3,8,0.0,0.0,La Coruna,3,0,3,4,2.0,0.0,H,4.0,2.0,0.0,0.0
1995-96,1995-09-10,Oviedo,0,1,0,22,0.0,1.0,Vallecano,1,5,0,21,0.0,1.0,H,2.0,1.0,0.0,0.0
1995-96,1995-09-10,Salamanca,1,3,0,18,1.0,2.0,Celta,0,1,0,17,0.0,0.0,A,0.0,0.0,1.0,0.0
1995-96,1995-09-10,Santander,0,4,0,15,0.0,2.0,Ath Madrid,4,1,3,7,1.0,1.0,A,0.0,0.0,4.0,0.0
1995-96,1995-09-10,Sociedad,1,4,0,16,1.0,1.0,Sp Gijon,3,0,3,5,3.0,0.0,H,2.0,1.0,0.0,0.0
1995-96,1995-09-10,Tenerife,1,0,3,10,0.0,0.0,Espanol,3,1,3,9,2.0,1.0,A,1.0,0.0,4.0,2.0
1995-96,1995-09-10,Valencia,0,3,0,14,0.0,2.0,Valladolid,0,2,0,20,0.0,0.0,H,1.0,0.0,0.0,0.0
1995-96,1995-09-16,Ath Bilbao,6,1,6,1,2.0,0.0,Ath Madrid,8,1,6,2,1.0,1.0,A,0.0,0.0,2.0,1.0
1995-96,1995-09-17,Celta,1,1,3,12,0.0,0.0,Tenerife,2,4,3,13,0.0,2.0,D,2.0,2.0,2.0,2.0
1995-96,1995-09-17,Espanol,7,2,6,4,4.0,1.0,Albacete,3,5,3,10,2.0,4.0,H,1.0,0.0,0.0,0.0
1995-96,1995-09-17,La Coruna,3,4,3,7,2.0,2.0,Salamanca,1,4,0,19,1.0,2.0,H,2.0,1.0,0.0,0.0
1995-96,1995-09-17,Merida,3,3,2,17,2.0,2.0,Valencia,1,3,3,8,0.0,2.0,A,0.0,0.0,2.0,0.0
1995-96,1995-09-17,Real Madrid,6,3,3,14,1.0,0.0,Oviedo,2,1,3,16,1.0,1.0,A,2.0,2.0,3.0,2.0
1995-96,1995-09-17,Sevilla,2,4,0,20,1.0,2.0,Sociedad,3,4,3,11,2.0,1.0,H,2.0,1.0,1.0,1.0
1995-96,1995-09-17,Sp Gijon,3,2,3,9,3.0,1.0,Santander,0,8,0,18,0.0,2.0,H,4.0,2.0,2.0,1.0
1995-96,1995-09-17,Valladolid,0,3,0,21,0.0,0.0,Compostela,5,0,6,3,2.0,0.0,D,0.0,0.0,0.0,0.0
1995-96,1995-09-17,Vallecano,1,7,0,22,0.0,2.0,Betis,4,2,4,5,3.0,1.0,A,1.0,1.0,2.0,1.0
1995-96,1995-09-17,Zaragoza,2,3,3,15,1.0,2.0,Barcelona,4,2,4,6,1.0,1.0,A,0.0,0.0,3.0,0.0
1995-96,1995-09-23,Barcelona,7,2,7,5,1.0,1.0,Vallecano,2,9,0,22,1.0,3.0,H,2.0,1.0,0.0,0.0
1995-96,1995-09-23,Betis,6,3,7,4,4.0,2.0,Real Madrid,8,6,3,16,3.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,1995-09-23,Santander,2,12,0,20,1.0,4.0,Sevilla,4,5,3,15,2.0,3.0,D,1.0,1.0,1.0,1.0
1995-96,1995-09-24,Albacete,3,6,3,15,2.0,4.0,Celta,3,3,4,11,2.0,2.0,H,4.0,0.0,0.0,0.0
1995-96,1995-09-24,Ath Madrid,10,1,9,2,2.0,1.0,Sp Gijon,7,4,6,8,5.0,2.0,H,2.0,1.0,0.0,0.0
1995-96,1995-09-24,Compostela,5,0,7,5,2.0,0.0,Merida,3,5,2,18,2.0,2.0,H,1.0,1.0,0.0,0.0
1995-96,1995-09-24,Oviedo,5,3,6,10,3.0,3.0,Ath Bilbao,6,3,6,9,2.0,1.0,D,0.0,0.0,0.0,0.0
1995-96,1995-09-24,Salamanca,1,6,0,21,1.0,3.0,Valladolid,0,3,1,20,0.0,0.0,D,0.0,0.0,0.0,0.0
1995-96,1995-09-24,Sociedad,4,6,3,16,3.0,2.0,Espanol,8,2,9,3,4.0,1.0,A,0.0,0.0,1.0,1.0
1995-96,1995-09-24,Tenerife,4,6,4,13,2.0,4.0,La Coruna,5,4,6,6,3.0,2.0,D,1.0,0.0,1.0,0.0
1995-96,1995-09-24,Valencia,3,3,6,7,0.0,2.0,Zaragoza,2,6,3,17,1.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,1995-09-30,Ath Bilbao,6,3,7,8,2.0,1.0,Sp Gijon,7,6,6,10,5.0,3.0,H,2.0,1.0,1.0,0.0
1995-96,1995-09-30,Real Madrid,8,6,4,15,3.0,2.0,Barcelona,9,2,10,4,2.0,1.0,D,1.0,1.0,1.0,1.0
1995-96,1995-10-01,Celta,3,7,4,14,2.0,2.0,Sociedad,4,7,3,17,3.0,3.0,D,1.0,1.0,1.0,1.0
1995-96,1995-10-01,Espanol,9,2,12,2,5.0,1.0,Santander,3,13,1,20,2.0,5.0,H,1.0,0.0,0.0,0.0
1995-96,1995-10-01,La Coruna,6,5,7,7,3.0,2.0,Albacete,7,6,6,11,2.0,4.0,H,5.0,1.0,0.0,0.0
1995-96,1995-10-01,Merida,3,6,2,18,2.0,3.0,Salamanca,1,6,1,21,1.0,3.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-01,Oviedo,5,3,7,9,3.0,3.0,Betis,6,3,8,6,4.0,2.0,A,0.0,0.0,1.0,1.0
1995-96,1995-10-01,Sevilla,5,6,4,15,3.0,4.0,Ath Madrid,12,1,12,1,3.0,1.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-01,Valladolid,0,3,2,19,0.0,0.0,Tenerife,5,7,5,12,2.0,4.0,H,3.0,2.0,0.0,0.0
1995-96,1995-10-01,Vallecano,2,11,0,22,1.0,4.0,Valencia,3,3,7,8,0.0,2.0,H,3.0,0.0,2.0,0.0
1995-96,1995-10-01,Zaragoza,2,6,4,16,1.0,2.0,Compostela,6,0,10,5,3.0,0.0,H,1.0,1.0,0.0,0.0
1995-96,1995-10-04,Albacete,7,11,6,12,2.0,5.0,Valladolid,3,3,5,16,2.0,0.0,H,4.0,2.0,2.0,1.0
1995-96,1995-10-04,Barcelona,10,3,11,4,3.0,2.0,Oviedo,5,4,7,10,3.0,4.0,H,4.0,3.0,1.0,0.0
1995-96,1995-10-04,Betis,7,3,11,3,5.0,2.0,Ath Bilbao,8,4,10,6,3.0,1.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-04,Compostela,6,1,10,7,3.0,1.0,Vallecano,5,13,3,20,1.0,4.0,H,1.0,1.0,0.0,0.0
1995-96,1995-10-04,Salamanca,1,6,2,21,1.0,3.0,Zaragoza,3,6,7,9,2.0,2.0,A,0.0,0.0,1.0,1.0
1995-96,1995-10-04,Santander,3,14,1,22,2.0,5.0,Celta,4,8,5,13,3.0,3.0,H,2.0,1.0,1.0,1.0
1995-96,1995-10-04,Sociedad,5,8,4,18,4.0,4.0,La Coruna,11,5,10,5,4.0,2.0,H,2.0,1.0,1.0,1.0
1995-96,1995-10-04,Sp Gijon,8,8,6,11,5.0,4.0,Sevilla,5,6,5,14,3.0,4.0,H,3.0,1.0,1.0,1.0
1995-96,1995-10-04,Tenerife,5,10,5,15,2.0,6.0,Merida,3,6,3,19,2.0,3.0,H,1.0,1.0,0.0,0.0
1995-96,1995-10-04,Valencia,5,6,7,8,0.0,2.0,Real Madrid,9,7,5,17,4.0,3.0,H,4.0,3.0,3.0,0.0
1995-96,1995-10-05,Ath Madrid,12,1,13,3,3.0,1.0,Espanol,10,2,15,1,5.0,1.0,H,2.0,1.0,1.0,1.0
1995-96,1995-10-07,Betis,6,2,11,5,4.0,1.0,Barcelona,12,4,11,3,6.0,2.0,A,1.0,0.0,5.0,2.0
1995-96,1995-10-08,Ath Bilbao,4,4,8,6,1.0,1.0,Sevilla,6,8,5,16,4.0,5.0,D,1.0,0.0,1.0,0.0
1995-96,1995-10-08,Celta,5,9,5,15,4.0,4.0,Ath Madrid,10,1,13,2,3.0,1.0,A,0.0,0.0,3.0,1.0
1995-96,1995-10-08,Espanol,8,3,12,3,4.0,1.0,Sp Gijon,8,9,6,10,3.0,5.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-08,La Coruna,9,7,7,7,3.0,3.0,Santander,5,11,4,19,3.0,4.0,A,2.0,0.0,3.0,1.0
1995-96,1995-10-08,Merida,2,6,2,20,1.0,3.0,Albacete,11,10,9,11,4.0,3.0,D,1.0,0.0,1.0,0.0
1995-96,1995-10-08,Oviedo,6,7,7,14,3.0,6.0,Valencia,9,6,10,8,3.0,0.0,A,0.0,0.0,1.0,0.0
1995-96,1995-10-08,Real Madrid,7,10,2,18,3.0,6.0,Compostela,6,1,10,4,4.0,1.0,H,2.0,2.0,1.0,1.0
1995-96,1995-10-08,Valladolid,5,5,5,17,3.0,2.0,Sociedad,6,5,7,13,4.0,4.0,H,3.0,0.0,0.0,0.0
1995-96,1995-10-08,Vallecano,4,9,3,21,1.0,4.0,Salamanca,0,4,2,22,0.0,2.0,A,1.0,0.0,4.0,0.0
1995-96,1995-10-08,Zaragoza,3,6,7,9,2.0,2.0,Tenerife,5,10,5,12,3.0,6.0,A,0.0,0.0,2.0,0.0
1995-96,1995-10-14,Ath Madrid,9,1,13,1,4.0,1.0,La Coruna,11,6,7,9,3.0,2.0,H,1.0,1.0,0.0,0.0
1995-96,1995-10-14,Barcelona,15,3,13,2,7.0,1.0,Ath Bilbao,3,4,6,6,1.0,1.0,H,4.0,1.0,1.0,0.0
1995-96,1995-10-14,Sevilla,5,6,6,18,3.0,3.0,Espanol,4,2,10,3,2.0,1.0,A,0.0,0.0,3.0,2.0
1995-96,1995-10-14,Valencia,9,6,10,4,3.0,0.0,Betis,4,6,8,7,2.0,3.0,D,1.0,1.0,1.0,1.0
1995-96,1995-10-15,Albacete,9,9,7,11,2.0,2.0,Zaragoza,2,5,7,12,2.0,0.0,A,0.0,0.0,1.0,0.0
1995-96,1995-10-15,Compostela,3,3,7,5,3.0,3.0,Oviedo,4,8,4,17,2.0,6.0,H,4.0,2.0,1.0,1.0
1995-96,1995-10-15,Salamanca,4,4,5,20,0.0,2.0,Real Madrid,8,9,5,14,5.0,7.0,A,0.0,0.0,2.0,1.0
1995-96,1995-10-15,Santander,8,9,7,15,4.0,4.0,Valladolid,8,4,8,13,3.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-15,Sociedad,4,8,4,16,3.0,4.0,Merida,1,5,2,21,0.0,2.0,A,1.0,0.0,2.0,1.0
1995-96,1995-10-15,Sp Gijon,8,7,7,10,3.0,4.0,Celta,4,12,2,19,4.0,5.0,H,1.0,0.0,0.0,0.0
1995-96,1995-10-15,Tenerife,6,6,8,8,3.0,4.0,Vallecano,5,11,3,22,1.0,3.0,D,2.0,0.0,2.0,0.0
1995-96,1995-10-21,Valladolid,8,4,8,14,3.0,2.0,Ath Madrid,8,1,13,1,4.0,1.0,A,0.0,0.0,1.0,0.0
1995-96,1995-10-22,Ath Bilbao,4,6,6,9,1.0,1.0,Espanol,6,2,10,3,4.0,1.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-22,Barcelona,16,4,13,2,8.0,1.0,Valencia,8,7,8,5,4.0,1.0,H,1.0,0.0,0.0,0.0
1995-96,1995-10-22,Betis,3,6,6,7,2.0,3.0,Compostela,7,4,9,4,5.0,4.0,H,5.0,2.0,0.0,0.0
1995-96,1995-10-22,Celta,2,11,1,20,2.0,3.0,Sevilla,3,8,3,19,2.0,4.0,H,4.0,1.0,0.0,0.0
1995-96,1995-10-22,La Coruna,9,7,4,12,2.0,3.0,Sp Gijon,5,5,7,6,1.0,3.0,H,1.0,1.0,0.0,0.0
1995-96,1995-10-22,Merida,3,4,5,17,1.0,2.0,Santander,6,5,8,15,3.0,2.0,H,3.0,3.0,1.0,1.0
1995-96,1995-10-22,Oviedo,2,10,1,18,1.0,6.0,Salamanca,4,4,5,21,0.0,2.0,D,2.0,1.0,2.0,0.0
1995-96,1995-10-22,Real Madrid,8,6,8,11,4.0,5.0,Tenerife,6,6,8,10,1.0,2.0,H,2.0,1.0,0.0,0.0
1995-96,1995-10-22,Vallecano,6,11,4,22,0.0,2.0,Albacete,9,9,7,13,2.0,2.0,H,2.0,0.0,0.0,0.0
1995-96,1995-10-22,Zaragoza,3,2,10,8,2.0,0.0,Sociedad,4,8,4,16,2.0,4.0,A,1.0,0.0,2.0,1.0
1995-96,1995-10-28,Albacete,5,11,4,13,2.0,2.0,Real Madrid,10,6,10,7,5.0,5.0,D,1.0,0.0,1.0,1.0
1995-96,1995-10-28,Compostela,6,9,6,4,4.0,6.0,Barcelona,15,4,13,2,7.0,1.0,H,2.0,0.0,1.0,1.0
1995-96,1995-10-28,Sevilla,2,11,2,22,1.0,4.0,La Coruna,9,6,6,8,3.0,3.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-29,Ath Madrid,7,1,13,1,3.0,1.0,Merida,6,4,8,15,4.0,2.0,D,1.0,0.0,1.0,1.0
1995-96,1995-10-29,Espanol,5,2,8,3,3.0,1.0,Celta,6,7,4,18,3.0,3.0,D,2.0,1.0,2.0,0.0
1995-96,1995-10-29,Salamanca,6,6,5,22,0.0,3.0,Betis,8,6,8,5,4.0,3.0,H,2.0,1.0,1.0,1.0
1995-96,1995-10-29,Santander,6,7,7,17,3.0,4.0,Zaragoza,4,4,9,11,2.0,1.0,D,0.0,0.0,0.0,0.0
1995-96,1995-10-29,Sociedad,6,8,7,14,3.0,3.0,Vallecano,8,9,7,21,0.0,1.0,H,2.0,1.0,1.0,0.0
1995-96,1995-10-29,Sp Gijon,5,4,7,9,1.0,3.0,Valladolid,8,5,7,16,3.0,2.0,H,4.0,1.0,2.0,2.0
1995-96,1995-10-29,Tenerife,5,7,7,12,1.0,3.0,Oviedo,4,12,1,19,2.0,6.0,D,3.0,1.0,3.0,0.0
1995-96,1995-10-29,Valencia,8,8,7,8,4.0,1.0,Ath Bilbao,4,6,6,10,1.0,1.0,H,3.0,2.0,1.0,0.0
1995-96,1995-11-04,Real Madrid,10,6,10,8,5.0,4.0,Sociedad,7,8,9,12,3.0,2.0,H,3.0,1.0,2.0,0.0
1995-96,1995-11-05,Ath Bilbao,3,8,3,11,0.0,3.0,Celta,7,8,4,17,2.0,3.0,H,3.0,2.0,0.0,0.0
1995-96,1995-11-05,Barcelona,15,5,12,2,7.0,0.0,Salamanca,8,7,7,18,1.0,4.0,H,4.0,3.0,1.0,0.0
1995-96,1995-11-05,Betis,8,8,5,8,4.0,4.0,Tenerife,8,7,8,13,2.0,1.0,D,3.0,2.0,3.0,1.0
1995-96,1995-11-05,La Coruna,4,6,4,9,2.0,3.0,Espanol,6,4,6,3,4.0,1.0,A,0.0,0.0,1.0,0.0
1995-96,1995-11-05,Merida,7,5,8,15,5.0,2.0,Sp Gijon,8,4,10,7,2.0,4.0,H,1.0,1.0,0.0,0.0
1995-96,1995-11-05,Oviedo,7,14,2,20,2.0,6.0,Albacete,6,7,5,14,2.0,2.0,H,1.0,0.0,0.0,0.0
1995-96,1995-11-05,Valencia,9,6,10,6,6.0,1.0,Compostela,8,9,9,4,4.0,6.0,H,5.0,2.0,2.0,1.0
1995-96,1995-11-05,Valladolid,7,9,4,19,3.0,3.0,Sevilla,2,11,2,21,1.0,4.0,D,3.0,2.0,3.0,2.0
1995-96,1995-11-05,Vallecano,6,9,4,22,0.0,2.0,Santander,6,6,8,16,3.0,4.0,A,1.0,0.0,2.0,1.0
1995-96,1995-11-05,Zaragoza,3,4,7,10,1.0,1.0,Ath Madrid,8,2,13,1,3.0,2.0,A,0.0,0.0,1.0,0.0
1995-96,1995-11-11,Celta,6,9,4,19,1.0,4.0,La Coruna,3,5,4,10,1.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,1995-11-12,Albacete,2,6,2,17,0.0,1.0,Betis,11,11,5,7,6.0,5.0,D,0.0,0.0,0.0,0.0
1995-96,1995-11-12,Ath Madrid,7,1,13,1,2.0,1.0,Vallecano,7,10,4,22,0.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,1995-11-12,Compostela,9,14,6,5,4.0,8.0,Ath Bilbao,6,8,5,9,2.0,3.0,H,2.0,0.0,1.0,1.0
1995-96,1995-11-12,Espanol,6,2,9,3,3.0,0.0,Valladolid,8,8,5,19,4.0,3.0,H,2.0,2.0,0.0,0.0
1995-96,1995-11-12,Salamanca,9,10,7,20,1.0,6.0,Valencia,10,5,10,4,5.0,2.0,H,4.0,2.0,0.0,0.0
1995-96,1995-11-12,Santander,6,6,8,15,3.0,3.0,Real Madrid,10,4,13,6,6.0,1.0,H,2.0,2.0,0.0,0.0
1995-96,1995-11-12,Sevilla,4,11,3,21,2.0,5.0,Merida,8,4,11,11,6.0,1.0,H,3.0,1.0,0.0,0.0
1995-96,1995-11-12,Sociedad,7,10,6,14,2.0,2.0,Oviedo,7,10,5,16,2.0,3.0,D,1.0,1.0,1.0,0.0
1995-96,1995-11-12,Sp Gijon,5,4,7,8,1.0,4.0,Zaragoza,2,5,4,13,0.0,1.0,H,4.0,3.0,1.0,0.0
1995-96,1995-11-12,Tenerife,10,10,6,12,2.0,3.0,Barcelona,15,5,12,2,7.0,0.0,D,1.0,0.0,1.0,1.0
1995-96,1995-11-18,Barcelona,11,5,10,3,6.0,0.0,Albacete,1,5,2,17,0.0,1.0,H,3.0,1.0,0.0,0.0
1995-96,1995-11-18,Betis,10,6,6,7,6.0,3.0,Sociedad,8,8,7,13,3.0,2.0,H,3.0,1.0,1.0,0.0
1995-96,1995-11-18,Real Madrid,8,5,10,8,4.0,2.0,Ath Madrid,4,1,11,1,1.0,1.0,H,1.0,1.0,0.0,0.0
1995-96,1995-11-18,Zaragoza,3,7,4,15,0.0,4.0,Sevilla,6,10,5,19,3.0,5.0,A,0.0,0.0,1.0,0.0
1995-96,1995-11-19,Ath Bilbao,6,9,4,9,3.0,3.0,La Coruna,1,2,5,10,1.0,1.0,H,1.0,,0.0,
1995-96,1995-11-19,Compostela,10,13,9,4,3.0,7.0,Salamanca,9,9,7,19,3.0,6.0,D,0.0,0.0,0.0,0.0
1995-96,1995-11-19,Merida,7,6,10,14,6.0,2.0,Espanol,8,2,11,3,5.0,0.0,A,0.0,0.0,1.0,0.0
1995-96,1995-11-19,Oviedo,8,10,6,17,2.0,4.0,Santander,5,4,8,11,4.0,3.0,H,2.0,0.0,1.0,1.0
1995-96,1995-11-19,Valencia,9,9,7,7,5.0,4.0,Tenerife,9,11,4,12,2.0,4.0,D,2.0,0.0,2.0,1.0
1995-96,1995-11-19,Valladolid,5,10,2,21,4.0,5.0,Celta,6,6,5,20,1.0,3.0,D,1.0,0.0,1.0,0.0
1995-96,1995-11-19,Vallecano,6,6,5,22,0.0,2.0,Sp Gijon,9,5,9,8,4.0,4.0,H,2.0,1.0,0.0,0.0
1995-96,1995-11-25,Sociedad,8,9,7,14,3.0,2.0,Barcelona,10,4,10,3,6.0,0.0,D,1.0,0.0,1.0,1.0
1995-96,1995-11-26,Albacete,1,7,2,19,0.0,2.0,Valencia,10,10,7,5,4.0,4.0,A,1.0,0.0,3.0,1.0
1995-96,1995-11-26,Ath Madrid,3,2,8,2,0.0,2.0,Oviedo,9,7,9,11,1.0,3.0,H,3.0,1.0,0.0,0.0
1995-96,1995-11-26,Celta,7,6,6,20,1.0,3.0,Merida,5,6,7,15,5.0,2.0,H,2.0,1.0,0.0,0.0
1995-96,1995-11-26,Espanol,6,2,11,3,3.0,0.0,Zaragoza,2,8,1,17,0.0,4.0,D,1.0,0.0,1.0,1.0
1995-96,1995-11-26,La Coruna,1,2,5,12,,,Valladolid,6,11,2,21,4.0,5.0,H,3.0,1.0,1.0,0.0
1995-96,1995-11-26,Salamanca,9,7,8,18,3.0,5.0,Ath Bilbao,6,5,7,9,,,H,2.0,1.0,1.0,0.0
1995-96,1995-11-26,Santander,6,6,7,13,5.0,3.0,Betis,12,6,8,6,6.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,1995-11-26,Sevilla,7,7,8,16,3.0,3.0,Vallecano,6,4,7,22,1.0,2.0,H,1.0,0.0,0.0,0.0
1995-96,1995-11-26,Sp Gijon,8,7,6,8,4.0,5.0,Real Madrid,7,5,10,7,4.0,2.0,D,0.0,0.0,0.0,0.0
1995-96,1995-11-26,Tenerife,9,11,4,10,3.0,4.0,Compostela,6,12,7,4,1.0,6.0,D,1.0,0.0,1.0,1.0
1995-96,1995-12-02,Barcelona,10,5,8,3,7.0,0.0,Santander,5,3,8,13,4.0,0.0,D,1.0,1.0,1.0,1.0
1995-96,1995-12-02,Real Madrid,5,5,8,7,3.0,2.0,Sevilla,8,3,11,11,3.0,2.0,H,4.0,3.0,1.0,0.0
1995-96,1995-12-02,Vallecano,4,5,4,22,1.0,2.0,Espanol,7,3,11,2,3.0,1.0,H,1.0,1.0,0.0,0.0
1995-96,1995-12-03,Ath Bilbao,7,7,6,9,,,Valladolid,7,13,2,22,4.0,6.0,H,2.0,1.0,1.0,1.0
1995-96,1995-12-03,Betis,7,6,6,7,4.0,2.0,Ath Madrid,5,2,8,1,1.0,2.0,H,2.0,2.0,1.0,1.0
1995-96,1995-12-03,Compostela,7,8,8,6,2.0,4.0,Albacete,2,8,2,21,0.0,3.0,H,3.0,2.0,1.0,0.0
1995-96,1995-12-03,Merida,2,7,4,19,2.0,2.0,La Coruna,3,3,5,10,,,A,0.0,0.0,2.0,1.0
1995-96,1995-12-03,Oviedo,7,8,8,15,0.0,4.0,Sp Gijon,8,6,7,8,4.0,4.0,H,1.0,0.0,0.0,0.0
1995-96,1995-12-03,Salamanca,9,6,10,14,4.0,4.0,Tenerife,10,10,5,13,3.0,4.0,A,1.0,1.0,2.0,1.0
1995-96,1995-12-03,Valencia,13,10,10,5,5.0,4.0,Sociedad,7,9,5,16,2.0,3.0,A,0.0,0.0,1.0,0.0
1995-96,1995-12-03,Zaragoza,2,7,2,17,1.0,3.0,Celta,5,6,6,18,1.0,3.0,D,0.0,0.0,0.0,0.0
1995-96,1995-12-09,Ath Madrid,5,3,7,1,2.0,3.0,Barcelona,10,4,9,2,7.0,1.0,H,3.0,2.0,1.0,0.0
1995-96,1995-12-09,Santander,6,4,8,14,5.0,1.0,Valencia,10,10,7,7,3.0,4.0,A,0.0,0.0,3.0,2.0
1995-96,1995-12-10,Albacete,2,10,1,21,0.0,4.0,Salamanca,8,7,7,16,4.0,4.0,D,3.0,1.0,3.0,1.0
1995-96,1995-12-10,Celta,3,4,6,18,1.0,2.0,Vallecano,4,3,7,20,2.0,1.0,H,2.0,1.0,0.0,0.0
1995-96,1995-12-10,Espanol,5,2,10,3,2.0,2.0,Real Madrid,8,5,10,7,5.0,2.0,H,3.0,1.0,1.0,0.0
1995-96,1995-12-10,La Coruna,5,3,7,9,,,Zaragoza,2,7,2,17,1.0,3.0,A,2.0,1.0,3.0,2.0
1995-96,1995-12-10,Sevilla,9,7,10,15,3.0,5.0,Oviedo,5,5,10,12,0.0,3.0,D,1.0,0.0,1.0,1.0
1995-96,1995-12-10,Sociedad,6,8,5,13,1.0,3.0,Compostela,8,8,8,5,4.0,3.0,A,0.0,0.0,1.0,1.0
1995-96,1995-12-10,Sp Gijon,4,5,4,10,3.0,2.0,Betis,8,5,9,6,5.0,2.0,A,2.0,1.0,3.0,0.0
1995-96,1995-12-10,Tenerife,9,8,7,11,3.0,5.0,Ath Bilbao,8,5,9,8,,,H,3.0,2.0,2.0,1.0
1995-96,1995-12-10,Valladolid,6,11,2,22,3.0,6.0,Merida,1,8,3,19,1.0,3.0,D,1.0,1.0,1.0,1.0
1995-96,1995-12-16,Barcelona,7,6,6,3,4.0,3.0,Sp Gijon,6,7,4,11,4.0,1.0,H,1.0,1.0,0.0,0.0
1995-96,1995-12-16,Betis,8,4,11,5,3.0,2.0,Sevilla,7,5,10,16,1.0,4.0,D,1.0,0.0,1.0,0.0
1995-96,1995-12-17,Ath Bilbao,7,8,6,9,,,Merida,1,9,1,19,1.0,4.0,D,1.0,0.0,1.0,0.0
1995-96,1995-12-17,Compostela,7,3,11,4,4.0,1.0,Santander,4,6,5,17,4.0,3.0,H,2.0,0.0,0.0,0.0
1995-96,1995-12-17,Oviedo,5,6,8,12,1.0,3.0,Espanol,7,3,10,3,3.0,2.0,A,1.0,1.0,2.0,1.0
1995-96,1995-12-17,Real Madrid,6,6,7,7,4.0,3.0,Celta,5,1,9,16,2.0,0.0,H,1.0,1.0,0.0,0.0
1995-96,1995-12-17,Salamanca,10,6,8,18,5.0,2.0,Sociedad,4,6,5,15,1.0,3.0,D,3.0,3.0,3.0,1.0
1995-96,1995-12-17,Tenerife,9,7,9,8,4.0,4.0,Albacete,5,12,2,21,1.0,5.0,A,1.0,1.0,3.0,1.0
1995-96,1995-12-17,Valencia,8,8,7,6,3.0,3.0,Ath Madrid,7,4,7,1,4.0,3.0,A,0.0,0.0,1.0,0.0
1995-96,1995-12-17,Vallecano,3,3,7,20,2.0,1.0,La Coruna,7,5,7,10,,,A,0.0,0.0,6.0,3.0
1995-96,1995-12-17,Zaragoza,5,8,5,14,3.0,4.0,Valladolid,4,9,2,22,2.0,5.0,H,5.0,3.0,3.0,1.0
1995-96,1995-12-20,Albacete,8,13,4,19,2.0,6.0,Ath Bilbao,7,7,7,9,,,H,2.0,0.0,0.0,0.0
1995-96,1995-12-20,Ath Madrid,8,4,9,1,4.0,3.0,Compostela,7,2,11,4,4.0,0.0,H,3.0,1.0,0.0,0.0
